circuit_key,family_group,strategy,num_plaquettes,x,time,repetitions,source_size,source_depth,source_two_qubit,mean_pauli_weight,logical_size,logical_two_qubit,exact_equivalence_validated,native_size,native_depth,native_two_qubit,native_two_qubit_depth,native_duration_seconds,routing_two_qubit_overhead,routing_penalty_ratio,native_swap_gates,calibration_error_budget,compile_time_seconds,cost
N5_x1_t0.32_r4,x1_r4,full_reduce,5,1.0,0.32,4,745,536,288,1.72,606,198,True,2457,1275,385,326,0.00016437501599999904,187,1.9444444444444444,0,0.9172002759989871,0.6474903809867101,409.86400551997974
N5_x2_t0.04_r1,x2_r1,qiskit,5,2.0,0.04,1,187,134,72,1.72,187,72,True,406,245,60,52,3.071458799999997e-05,-12,0.8333333333333334,0,0.09831421365807834,0.009230066993040964,63.00628427316157
N5_x2_t0.04_r1,x2_r1,basic,5,2.0,0.04,1,187,134,72,1.72,131,62,True,358,193,48,40,2.2871327999999985e-05,-14,0.7741935483870968,0,0.09892800001779327,0.0734959660039749,50.77856000035586
N5_x2_t0.04_r1,x2_r1,teleport,5,2.0,0.04,1,187,134,72,1.72,183,72,True,385,229,56,48,2.8990535999999978e-05,-16,0.7777777777777778,0,0.08525574426551938,0.11624576098984107,58.66511488531039
N5_x2_t0.04_r1,x2_r1,full_reduce,5,2.0,0.04,1,187,134,72,1.72,201,72,True,808,425,111,91,5.105800199999991e-05,39,1.5416666666666667,0,0.23909156360085995,0.11407822399633005,117.6018312720172
N5_x2_t0.04_r2,x2_r2,qiskit,5,2.0,0.04,2,373,268,144,1.72,373,144,True,783,483,118,102,5.956726199999984e-05,-26,0.8194444444444444,0,0.1998557882885834,0.009272380004404113,124.03711576577167
N5_x2_t0.04_r2,x2_r2,basic,5,2.0,0.04,2,373,268,144,1.72,257,124,True,688,378,94,78,4.399795799999991e-05,-30,0.7580645161290323,0,0.20108336100801333,0.09426821699889842,99.58166722016027
N5_x2_t0.04_r2,x2_r2,teleport,5,2.0,0.04,2,373,268,144,1.72,356,144,True,705,426,104,90,5.346448199999988e-05,-40,0.7222222222222222,0,0.1647868396051848,0.2702360050025163,109.0957367921037
N5_x2_t0.04_r2,x2_r2,full_reduce,5,2.0,0.04,2,373,268,144,1.72,335,113,True,1391,736,199,176,9.169843199999989e-05,86,1.761061946902655,0,0.4472759886846529,0.29233049700269476,211.46551977369307
N5_x2_t0.04_r4,x2_r4,qiskit,5,2.0,0.04,4,745,536,288,1.72,745,288,True,1566,955,234,202,0.00011754345000000043,-54,0.8125,0,0.40293893754959303,0.014802307996433228,246.09877875099184
N5_x2_t0.04_r4,x2_r4,basic,5,2.0,0.04,4,745,536,288,1.72,509,248,True,1365,747,186,154,8.601678600000008e-05,-62,0.75,0,0.4053940829884529,0.19997121900087222,197.18788165976906
N5_x2_t0.04_r4,x2_r4,teleport,5,2.0,0.04,4,745,536,288,1.72,702,288,True,1343,810,200,174,0.00010245144600000029,-88,0.6944444444444444,0,0.32384903028451517,0.6372788890002994,209.9569806056903
N5_x2_t0.04_r4,x2_r4,full_reduce,5,2.0,0.04,4,745,536,288,1.72,606,198,True,2444,1268,385,326,0.00016426112999999904,187,1.9444444444444444,0,0.9172002759989871,0.6546054469945375,409.86400551997974
N5_x2_t0.08_r1,x2_r1,qiskit,5,2.0,0.08,1,187,134,72,1.72,187,72,True,406,245,60,52,3.074921999999997e-05,-12,0.8333333333333334,0,0.09831421365807834,0.006847799988463521,63.00628427316157
N5_x2_t0.08_r1,x2_r1,basic,5,2.0,0.08,1,187,134,72,1.72,131,62,True,352,193,48,40,2.2836695999999987e-05,-14,0.7741935483870968,0,0.09892800001779327,0.05117737900582142,50.77856000035586
N5_x2_t0.08_r1,x2_r1,teleport,5,2.0,0.08,1,187,134,72,1.72,183,72,True,381,224,56,48,2.897543999999998e-05,-16,0.7777777777777778,0,0.08525574426551938,0.10495169600471854,58.66511488531039
N5_x2_t0.08_r1,x2_r1,full_reduce,5,2.0,0.08,1,187,134,72,1.72,201,72,True,812,426,111,91,5.105800199999991e-05,39,1.5416666666666667,0,0.23909156360085995,0.10964386600244325,117.6018312720172
N5_x2_t0.08_r2,x2_r2,qiskit,5,2.0,0.08,2,373,268,144,1.72,373,144,True,794,479,118,102,5.959123799999985e-05,-26,0.8194444444444444,0,0.1998557882885834,0.011085160003858618,124.03711576577167
N5_x2_t0.08_r2,x2_r2,basic,5,2.0,0.08,2,373,268,144,1.72,257,124,True,694,378,94,78,4.391981399999991e-05,-30,0.7580645161290323,0,0.20108336100801333,0.09079144400311634,99.58166722016027
N5_x2_t0.08_r2,x2_r2,teleport,5,2.0,0.08,2,373,268,144,1.72,356,144,True,707,421,104,90,5.351864999999988e-05,-40,0.7222222222222222,0,0.1647868396051848,0.2841410240071127,109.0957367921037
N5_x2_t0.08_r2,x2_r2,full_reduce,5,2.0,0.08,2,373,268,144,1.72,335,113,True,1382,730,199,176,9.175703999999989e-05,86,1.761061946902655,0,0.4472759886846529,0.31373207400611136,211.46551977369307
N5_x2_t0.08_r4,x2_r4,qiskit,5,2.0,0.08,4,745,536,288,1.72,745,288,True,1545,957,234,202,0.00011731168200000041,-54,0.8125,0,0.40293893754959303,0.01053043600404635,246.09877875099184
N5_x2_t0.08_r4,x2_r4,basic,5,2.0,0.08,4,745,536,288,1.72,509,248,True,1352,748,186,154,8.613844200000008e-05,-62,0.75,0,0.4053940829884529,0.2612841549998848,197.18788165976906
N5_x2_t0.08_r4,x2_r4,teleport,5,2.0,0.08,4,745,536,288,1.72,702,288,True,1345,820,200,174,0.0001024816380000003,-88,0.6944444444444444,0,0.32384903028451517,0.7159963680023793,209.9569806056903
N5_x2_t0.08_r4,x2_r4,full_reduce,5,2.0,0.08,4,745,536,288,1.72,606,198,True,2442,1271,385,326,0.00016430797199999905,187,1.9444444444444444,0,0.9172002759989871,0.6670538960024714,409.86400551997974
N5_x2_t0.16_r1,x2_r1,qiskit,5,2.0,0.16,1,187,134,72,1.72,187,72,True,409,242,60,52,3.069949199999997e-05,-12,0.8333333333333334,0,0.09831421365807834,0.009346390012069605,63.00628427316157
N5_x2_t0.16_r1,x2_r1,basic,5,2.0,0.16,1,187,134,72,1.72,131,62,True,355,192,48,40,2.2871327999999985e-05,-14,0.7741935483870968,0,0.09892800001779327,0.05044571099278983,50.77856000035586
N5_x2_t0.16_r1,x2_r1,teleport,5,2.0,0.16,1,187,134,72,1.72,183,72,True,385,230,56,48,2.8990535999999978e-05,-16,0.7777777777777778,0,0.08525574426551938,0.10880635399371386,58.66511488531039
N5_x2_t0.16_r1,x2_r1,full_reduce,5,2.0,0.16,1,187,134,72,1.72,201,72,True,811,425,111,91,5.105800199999991e-05,39,1.5416666666666667,0,0.23909156360085995,0.10990738400141709,117.6018312720172
N5_x2_t0.16_r2,x2_r2,qiskit,5,2.0,0.16,2,373,268,144,1.72,373,144,True,790,481,118,102,5.9675597999999854e-05,-26,0.8194444444444444,0,0.1998557882885834,0.0075274999981047586,124.03711576577167
N5_x2_t0.16_r2,x2_r2,basic,5,2.0,0.16,2,373,268,144,1.72,257,124,True,683,378,94,78,4.385054999999991e-05,-30,0.7580645161290323,0,0.20108336100801333,0.09242418099893257,99.58166722016027
N5_x2_t0.16_r2,x2_r2,teleport,5,2.0,0.16,2,373,268,144,1.72,356,144,True,695,416,104,90,5.3503553999999886e-05,-40,0.7222222222222222,0,0.1647868396051848,0.2568906069936929,109.0957367921037
N5_x2_t0.16_r2,x2_r2,full_reduce,5,2.0,0.16,2,373,268,144,1.72,335,113,True,1386,733,199,176,9.171175199999989e-05,86,1.761061946902655,0,0.4472759886846529,0.2742542749911081,211.46551977369307
N5_x2_t0.16_r4,x2_r4,qiskit,5,2.0,0.16,4,745,536,288,1.72,745,288,True,1570,947,234,202,0.00011734453800000042,-54,0.8125,0,0.40293893754959303,0.015107341008842923,246.09877875099184
N5_x2_t0.16_r4,x2_r4,basic,5,2.0,0.16,4,745,536,288,1.72,509,248,True,1366,748,186,154,8.601678600000008e-05,-62,0.75,0,0.4053940829884529,0.1852397439943161,197.18788165976906
N5_x2_t0.16_r4,x2_r4,teleport,5,2.0,0.16,4,745,536,288,1.72,702,288,True,1335,805,200,174,0.0001025748780000003,-88,0.6944444444444444,0,0.32384903028451517,0.6182846890005749,209.9569806056903
N5_x2_t0.16_r4,x2_r4,full_reduce,5,2.0,0.16,4,745,536,288,1.72,606,198,True,2453,1270,385,326,0.00016422760799999903,187,1.9444444444444444,0,0.9172002759989871,0.6712309610011289,409.86400551997974
N5_x2_t0.24_r1,x2_r1,qiskit,5,2.0,0.24,1,187,134,72,1.72,187,72,True,407,241,60,52,3.069949199999997e-05,-12,0.8333333333333334,0,0.09831421365807834,0.009837793986662291,63.00628427316157
N5_x2_t0.24_r1,x2_r1,basic,5,2.0,0.24,1,187,134,72,1.72,131,62,True,355,191,48,40,2.2890863999999986e-05,-14,0.7741935483870968,0,0.09892800001779327,0.07586161099607125,50.77856000035586
N5_x2_t0.24_r1,x2_r1,teleport,5,2.0,0.24,1,187,134,72,1.72,183,72,True,384,225,56,48,2.897543999999998e-05,-16,0.7777777777777778,0,0.08525574426551938,0.10720531399419997,58.66511488531039
N5_x2_t0.24_r1,x2_r1,full_reduce,5,2.0,0.24,1,187,134,72,1.72,201,72,True,806,426,111,91,5.105800199999991e-05,39,1.5416666666666667,0,0.23909156360085995,0.10756566398777068,117.6018312720172
N5_x2_t0.24_r2,x2_r2,qiskit,5,2.0,0.24,2,373,268,144,1.72,373,144,True,790,479,118,102,5.960633399999985e-05,-26,0.8194444444444444,0,0.1998557882885834,0.010371996992034838,124.03711576577167
N5_x2_t0.24_r2,x2_r2,basic,5,2.0,0.24,2,373,268,144,1.72,257,124,True,692,377,94,78,4.385054999999991e-05,-30,0.7580645161290323,0,0.20108336100801333,0.11784054299641866,99.58166722016027
N5_x2_t0.24_r2,x2_r2,teleport,5,2.0,0.24,2,373,268,144,1.72,356,144,True,703,418,104,90,5.3503553999999886e-05,-40,0.7222222222222222,0,0.1647868396051848,0.3115264770021895,109.0957367921037
N5_x2_t0.24_r2,x2_r2,full_reduce,5,2.0,0.24,2,373,268,144,1.72,335,113,True,1385,733,199,176,9.165314399999987e-05,86,1.761061946902655,0,0.4472759886846529,0.258629646996269,211.46551977369307
N5_x2_t0.24_r4,x2_r4,qiskit,5,2.0,0.24,4,745,536,288,1.72,745,288,True,1572,952,234,202,0.00011738982600000042,-54,0.8125,0,0.40293893754959303,0.014020878996234387,246.09877875099184
N5_x2_t0.24_r4,x2_r4,basic,5,2.0,0.24,4,745,536,288,1.72,509,248,True,1343,747,186,154,8.587825800000009e-05,-62,0.75,0,0.4053940829884529,0.1746537650033133,197.18788165976906
N5_x2_t0.24_r4,x2_r4,teleport,5,2.0,0.24,4,745,536,288,1.72,702,288,True,1351,819,200,174,0.0001026050700000003,-88,0.6944444444444444,0,0.32384903028451517,0.6285732139949687,209.9569806056903
N5_x2_t0.24_r4,x2_r4,full_reduce,5,2.0,0.24,4,745,536,288,1.72,606,198,True,2446,1269,385,326,0.00016425047399999906,187,1.9444444444444444,0,0.9172002759989871,0.6111795770120807,409.86400551997974
N5_x2_t0.32_r1,x2_r1,qiskit,5,2.0,0.32,1,187,134,72,1.72,187,72,True,409,242,60,52,3.069949199999997e-05,-12,0.8333333333333334,0,0.09831421365807834,0.008953657990787178,63.00628427316157
N5_x2_t0.32_r1,x2_r1,basic,5,2.0,0.32,1,187,134,72,1.72,131,62,True,355,191,48,40,2.2856231999999987e-05,-14,0.7741935483870968,0,0.09892800001779327,0.05475080899486784,50.77856000035586
N5_x2_t0.32_r1,x2_r1,teleport,5,2.0,0.32,1,187,134,72,1.72,183,72,True,386,229,56,48,2.895590399999998e-05,-16,0.7777777777777778,0,0.08525574426551938,0.1089341649931157,58.66511488531039
N5_x2_t0.32_r1,x2_r1,full_reduce,5,2.0,0.32,1,187,134,72,1.72,201,72,True,807,426,111,91,5.105800199999991e-05,39,1.5416666666666667,0,0.23909156360085995,0.11548207700252533,117.6018312720172
N5_x2_t0.32_r2,x2_r2,qiskit,5,2.0,0.32,2,373,268,144,1.72,373,144,True,798,476,118,102,5.957614199999985e-05,-26,0.8194444444444444,0,0.1998557882885834,0.01078989300003741,124.03711576577167
N5_x2_t0.32_r2,x2_r2,basic,5,2.0,0.32,2,373,268,144,1.72,257,124,True,688,376,94,78,4.391981399999991e-05,-30,0.7580645161290323,0,0.20108336100801333,0.0971875350078335,99.58166722016027
N5_x2_t0.32_r2,x2_r2,teleport,5,2.0,0.32,2,373,268,144,1.72,356,144,True,704,428,104,90,5.3533745999999876e-05,-40,0.7222222222222222,0,0.1647868396051848,0.2680582869943464,109.0957367921037
N5_x2_t0.32_r2,x2_r2,full_reduce,5,2.0,0.32,2,373,268,144,1.72,335,113,True,1386,739,199,176,9.176503199999989e-05,86,1.761061946902655,0,0.4472759886846529,0.3279903860093327,211.46551977369307
N5_x2_t0.32_r4,x2_r4,qiskit,5,2.0,0.32,4,745,536,288,1.72,745,288,True,1558,953,234,202,0.00011752835400000043,-54,0.8125,0,0.40293893754959303,0.01116307100164704,246.09877875099184
N5_x2_t0.32_r4,x2_r4,basic,5,2.0,0.32,4,745,536,288,1.72,509,248,True,1345,748,186,154,8.587825800000009e-05,-62,0.75,0,0.4053940829884529,0.19189385199570097,197.18788165976906
N5_x2_t0.32_r4,x2_r4,teleport,5,2.0,0.32,4,745,536,288,1.72,702,288,True,1333,800,200,174,0.0001025597820000003,-88,0.6944444444444444,0,0.32384903028451517,0.6728543610079214,209.9569806056903
N5_x2_t0.32_r4,x2_r4,full_reduce,5,2.0,0.32,4,745,536,288,1.72,606,198,True,2452,1273,385,326,0.00016440964799999908,187,1.9444444444444444,0,0.9172002759989871,0.6825280630000634,409.86400551997974
N5_x4_t0.04_r1,x4_r1,qiskit,5,4.0,0.04,1,187,134,72,1.72,187,72,True,406,245,60,52,3.074921999999997e-05,-12,0.8333333333333334,0,0.09831421365807834,0.007054936999338679,63.00628427316157
N5_x4_t0.04_r1,x4_r1,basic,5,4.0,0.04,1,187,134,72,1.72,131,62,True,352,193,48,40,2.2836695999999987e-05,-14,0.7741935483870968,0,0.09892800001779327,0.052747588997590356,50.77856000035586
N5_x4_t0.04_r1,x4_r1,teleport,5,4.0,0.04,1,187,134,72,1.72,183,72,True,381,224,56,48,2.897543999999998e-05,-16,0.7777777777777778,0,0.08525574426551938,0.11466345899680164,58.66511488531039
N5_x4_t0.04_r1,x4_r1,full_reduce,5,4.0,0.04,1,187,134,72,1.72,201,72,True,808,426,111,91,5.105800199999991e-05,39,1.5416666666666667,0,0.23909156360085995,0.11107695499958936,117.6018312720172
N5_x4_t0.04_r2,x4_r2,qiskit,5,4.0,0.04,2,373,268,144,1.72,373,144,True,795,478,118,102,5.959123799999985e-05,-26,0.8194444444444444,0,0.1998557882885834,0.011795647005783394,124.03711576577167
N5_x4_t0.04_r2,x4_r2,basic,5,4.0,0.04,2,373,268,144,1.72,257,124,True,692,379,94,78,4.391981399999991e-05,-30,0.7580645161290323,0,0.20108336100801333,0.09613837800861802,99.58166722016027
N5_x4_t0.04_r2,x4_r2,teleport,5,4.0,0.04,2,373,268,144,1.72,356,144,True,703,416,104,90,5.3503553999999886e-05,-40,0.7222222222222222,0,0.1647868396051848,0.2667349120019935,109.0957367921037
N5_x4_t0.04_r2,x4_r2,full_reduce,5,4.0,0.04,2,373,268,144,1.72,335,113,True,1387,734,199,176,9.172240799999989e-05,86,1.761061946902655,0,0.4472759886846529,0.27854707700316794,211.46551977369307
N5_x4_t0.04_r4,x4_r4,qiskit,5,4.0,0.04,4,745,536,288,1.72,745,288,True,1548,945,234,202,0.00011725129800000041,-54,0.8125,0,0.40293893754959303,0.011760031004087068,246.09877875099184
N5_x4_t0.04_r4,x4_r4,basic,5,4.0,0.04,4,745,536,288,1.72,509,248,True,1352,748,186,154,8.613844200000008e-05,-62,0.75,0,0.4053940829884529,0.1993552769999951,197.18788165976906
N5_x4_t0.04_r4,x4_r4,teleport,5,4.0,0.04,4,745,536,288,1.72,702,288,True,1345,815,200,174,0.00010246654200000029,-88,0.6944444444444444,0,0.32384903028451517,0.6354143509961432,209.9569806056903
N5_x4_t0.04_r4,x4_r4,full_reduce,5,4.0,0.04,4,745,536,288,1.72,606,198,True,2446,1273,385,326,0.00016438678199999905,187,1.9444444444444444,0,0.9172002759989871,0.6584233079920523,409.86400551997974
N5_x4_t0.08_r1,x4_r1,qiskit,5,4.0,0.08,1,187,134,72,1.72,187,72,True,410,242,60,52,3.069949199999997e-05,-12,0.8333333333333334,0,0.09831421365807834,0.008502297001541592,63.00628427316157
N5_x4_t0.08_r1,x4_r1,basic,5,4.0,0.08,1,187,134,72,1.72,131,62,True,355,192,48,40,2.2871327999999985e-05,-14,0.7741935483870968,0,0.09892800001779327,0.050171369992312975,50.77856000035586
N5_x4_t0.08_r1,x4_r1,teleport,5,4.0,0.08,1,187,134,72,1.72,183,72,True,382,225,56,48,2.897543999999998e-05,-16,0.7777777777777778,0,0.08525574426551938,0.10247280100884382,58.66511488531039
N5_x4_t0.08_r1,x4_r1,full_reduce,5,4.0,0.08,1,187,134,72,1.72,201,72,True,811,425,111,91,5.105800199999991e-05,39,1.5416666666666667,0,0.23909156360085995,0.11104962500394322,117.6018312720172
N5_x4_t0.08_r2,x4_r2,qiskit,5,4.0,0.08,2,373,268,144,1.72,373,144,True,793,478,118,102,5.966050199999985e-05,-26,0.8194444444444444,0,0.1998557882885834,0.008423742008744739,124.03711576577167
N5_x4_t0.08_r2,x4_r2,basic,5,4.0,0.08,2,373,268,144,1.72,257,124,True,682,378,94,78,4.385054999999991e-05,-30,0.7580645161290323,0,0.20108336100801333,0.09731765399919823,99.58166722016027
N5_x4_t0.08_r2,x4_r2,teleport,5,4.0,0.08,2,373,268,144,1.72,356,144,True,695,416,104,90,5.3503553999999886e-05,-40,0.7222222222222222,0,0.1647868396051848,0.26034433000313584,109.0957367921037
N5_x4_t0.08_r2,x4_r2,full_reduce,5,4.0,0.08,2,373,268,144,1.72,335,113,True,1379,734,199,176,9.170109599999988e-05,86,1.761061946902655,0,0.4472759886846529,0.27385552698979154,211.46551977369307
N5_x4_t0.08_r4,x4_r4,qiskit,5,4.0,0.08,4,745,536,288,1.72,745,288,True,1571,944,234,202,0.00011734453800000042,-54,0.8125,0,0.40293893754959303,0.014872037005261518,246.09877875099184
N5_x4_t0.08_r4,x4_r4,basic,5,4.0,0.08,4,745,536,288,1.72,509,248,True,1364,751,186,154,8.601678600000008e-05,-62,0.75,0,0.4053940829884529,0.18148499399831053,197.18788165976906
N5_x4_t0.08_r4,x4_r4,teleport,5,4.0,0.08,4,745,536,288,1.72,702,288,True,1341,805,200,174,0.0001025748780000003,-88,0.6944444444444444,0,0.32384903028451517,0.6814948730025208,209.9569806056903
N5_x4_t0.08_r4,x4_r4,full_reduce,5,4.0,0.08,4,745,536,288,1.72,606,198,True,2458,1277,385,326,0.00016433039399999904,187,1.9444444444444444,0,0.9172002759989871,0.6888673409994226,409.86400551997974
N5_x4_t0.16_r1,x4_r1,qiskit,5,4.0,0.16,1,187,134,72,1.72,187,72,True,407,245,60,52,3.071458799999997e-05,-12,0.8333333333333334,0,0.09831421365807834,0.008541962000890635,63.00628427316157
N5_x4_t0.16_r1,x4_r1,basic,5,4.0,0.16,1,187,134,72,1.72,131,62,True,355,191,48,40,2.2856231999999987e-05,-14,0.7741935483870968,0,0.09892800001779327,0.04893525999796111,50.77856000035586
N5_x4_t0.16_r1,x4_r1,teleport,5,4.0,0.16,1,187,134,72,1.72,183,72,True,385,224,56,48,2.894080799999998e-05,-16,0.7777777777777778,0,0.08525574426551938,0.10568435399909504,58.66511488531039
N5_x4_t0.16_r1,x4_r1,full_reduce,5,4.0,0.16,1,187,134,72,1.72,201,72,True,809,426,111,91,5.105800199999991e-05,39,1.5416666666666667,0,0.23909156360085995,0.10751003799668979,117.6018312720172
N5_x4_t0.16_r2,x4_r2,qiskit,5,4.0,0.16,2,373,268,144,1.72,373,144,True,798,476,118,102,5.957614199999985e-05,-26,0.8194444444444444,0,0.1998557882885834,0.010372767996159382,124.03711576577167
N5_x4_t0.16_r2,x4_r2,basic,5,4.0,0.16,2,373,268,144,1.72,257,124,True,689,376,94,78,4.391981399999991e-05,-30,0.7580645161290323,0,0.20108336100801333,0.0998985280020861,99.58166722016027
N5_x4_t0.16_r2,x4_r2,teleport,5,4.0,0.16,2,373,268,144,1.72,356,144,True,705,423,104,90,5.351864999999988e-05,-40,0.7222222222222222,0,0.1647868396051848,0.28558525700645987,109.0957367921037
N5_x4_t0.16_r2,x4_r2,full_reduce,5,4.0,0.16,2,373,268,144,1.72,335,113,True,1381,736,199,176,9.17197439999999e-05,86,1.761061946902655,0,0.4472759886846529,0.27821964300528634,211.46551977369307
N5_x4_t0.16_r4,x4_r4,qiskit,5,4.0,0.16,4,745,536,288,1.72,745,288,True,1567,944,234,202,0.00011748306600000043,-54,0.8125,0,0.40293893754959303,0.010485621998668648,246.09877875099184
N5_x4_t0.16_r4,x4_r4,basic,5,4.0,0.16,4,745,536,288,1.72,509,248,True,1342,748,186,154,8.587825800000009e-05,-62,0.75,0,0.4053940829884529,0.18349591799778864,197.18788165976906
N5_x4_t0.16_r4,x4_r4,teleport,5,4.0,0.16,4,745,536,288,1.72,702,288,True,1335,800,200,174,0.0001025597820000003,-88,0.6944444444444444,0,0.32384903028451517,0.6518083139962982,209.9569806056903
N5_x4_t0.16_r4,x4_r4,full_reduce,5,4.0,0.16,4,745,536,288,1.72,606,198,True,2453,1271,385,326,0.00016432972799999907,187,1.9444444444444444,0,0.9172002759989871,0.6151480569969863,409.86400551997974
N5_x4_t0.24_r1,x4_r1,qiskit,5,4.0,0.24,1,187,134,72,1.72,187,72,True,404,247,60,52,3.076431599999997e-05,-12,0.8333333333333334,0,0.09831421365807834,0.0071284190053120255,63.00628427316157
N5_x4_t0.24_r1,x4_r1,basic,5,4.0,0.24,1,187,134,72,1.72,131,62,True,354,192,48,40,2.2814939999999987e-05,-14,0.7741935483870968,0,0.09892800001779327,0.052109996002400294,50.77856000035586
N5_x4_t0.24_r1,x4_r1,teleport,5,4.0,0.24,1,187,134,72,1.72,183,72,True,386,230,56,48,2.8990535999999978e-05,-16,0.7777777777777778,0,0.08525574426551938,0.10869599699799437,58.66511488531039
N5_x4_t0.24_r1,x4_r1,full_reduce,5,4.0,0.24,1,187,134,72,1.72,201,72,True,806,425,111,91,5.105800199999991e-05,39,1.5416666666666667,0,0.23909156360085995,0.10889051000413019,117.6018312720172
N5_x4_t0.24_r2,x4_r2,qiskit,5,4.0,0.24,2,373,268,144,1.72,373,144,True,793,473,118,102,5.957614199999985e-05,-26,0.8194444444444444,0,0.1998557882885834,0.01192089100368321,124.03711576577167
N5_x4_t0.24_r2,x4_r2,basic,5,4.0,0.24,2,373,268,144,1.72,257,124,True,692,374,94,78,4.395888599999992e-05,-30,0.7580645161290323,0,0.20108336100801333,0.09299742699658964,99.58166722016027
N5_x4_t0.24_r2,x4_r2,teleport,5,4.0,0.24,2,373,268,144,1.72,356,144,True,705,423,104,90,5.351864999999988e-05,-40,0.7222222222222222,0,0.1647868396051848,0.2594662089977646,109.0957367921037
N5_x4_t0.24_r2,x4_r2,full_reduce,5,4.0,0.24,2,373,268,144,1.72,335,113,True,1387,736,199,176,9.174371999999988e-05,86,1.761061946902655,0,0.4472759886846529,0.25508250900020357,211.46551977369307
N5_x4_t0.24_r4,x4_r4,qiskit,5,4.0,0.24,4,745,536,288,1.72,745,288,True,1561,949,234,202,0.00011738982600000042,-54,0.8125,0,0.40293893754959303,0.009569004003424197,246.09877875099184
N5_x4_t0.24_r4,x4_r4,basic,5,4.0,0.24,4,745,536,288,1.72,509,248,True,1354,744,186,154,8.587825800000009e-05,-62,0.75,0,0.4053940829884529,0.1868022389971884,197.18788165976906
N5_x4_t0.24_r4,x4_r4,teleport,5,4.0,0.24,4,745,536,288,1.72,702,288,True,1337,809,200,174,0.0001025748780000003,-88,0.6944444444444444,0,0.32384903028451517,0.638988838007208,209.9569806056903
N5_x4_t0.24_r4,x4_r4,full_reduce,5,4.0,0.24,4,745,536,288,1.72,606,198,True,2448,1273,385,326,0.00016439743799999905,187,1.9444444444444444,0,0.9172002759989871,0.7614586470008362,409.86400551997974
N5_x4_t0.32_r1,x4_r1,qiskit,5,4.0,0.32,1,187,134,72,1.72,187,72,True,405,244,60,52,3.071458799999997e-05,-12,0.8333333333333334,0,0.09831421365807834,0.006514509004773572,63.00628427316157
N5_x4_t0.32_r1,x4_r1,basic,5,4.0,0.32,1,187,134,72,1.72,131,62,True,355,190,48,40,2.2856231999999987e-05,-14,0.7741935483870968,0,0.09892800001779327,0.050376793995383196,50.77856000035586
N5_x4_t0.32_r1,x4_r1,teleport,5,4.0,0.32,1,187,134,72,1.72,183,72,True,381,224,56,48,2.894080799999998e-05,-16,0.7777777777777778,0,0.08525574426551938,0.1060010869987309,58.66511488531039
N5_x4_t0.32_r1,x4_r1,full_reduce,5,4.0,0.32,1,187,134,72,1.72,201,72,True,812,426,111,91,5.105800199999991e-05,39,1.5416666666666667,0,0.23909156360085995,0.10436910699354485,117.6018312720172
N5_x4_t0.32_r2,x4_r2,qiskit,5,4.0,0.32,2,373,268,144,1.72,373,144,True,794,479,118,102,5.959123799999985e-05,-26,0.8194444444444444,0,0.1998557882885834,0.011713963001966476,124.03711576577167
N5_x4_t0.32_r2,x4_r2,basic,5,4.0,0.32,2,373,268,144,1.72,257,124,True,692,376,94,78,4.392425399999992e-05,-30,0.7580645161290323,0,0.20108336100801333,0.09117201299523003,99.58166722016027
N5_x4_t0.32_r2,x4_r2,teleport,5,4.0,0.32,2,373,268,144,1.72,356,144,True,705,416,104,90,5.343428999999988e-05,-40,0.7222222222222222,0,0.1647868396051848,0.29024771199328825,109.0957367921037
N5_x4_t0.32_r2,x4_r2,full_reduce,5,4.0,0.32,2,373,268,144,1.72,335,113,True,1393,738,199,176,9.177835199999988e-05,86,1.761061946902655,0,0.4472759886846529,0.33104683199780993,211.46551977369307
N5_x4_t0.32_r4,x4_r4,qiskit,5,4.0,0.32,4,745,536,288,1.72,745,288,True,1574,944,234,202,0.00011732944200000042,-54,0.8125,0,0.40293893754959303,0.014094901009229943,246.09877875099184
N5_x4_t0.32_r4,x4_r4,basic,5,4.0,0.32,4,745,536,288,1.72,509,248,True,1357,744,186,154,8.601678600000008e-05,-62,0.75,0,0.4053940829884529,0.1891970169963315,197.18788165976906
N5_x4_t0.32_r4,x4_r4,teleport,5,4.0,0.32,4,745,536,288,1.72,702,288,True,1346,819,200,174,0.00010260507000000029,-88,0.6944444444444444,0,0.32384903028451517,0.6630084449861897,209.9569806056903
N5_x4_t0.32_r4,x4_r4,full_reduce,5,4.0,0.32,4,745,536,288,1.72,606,198,True,2439,1268,385,326,0.00016417010999999907,187,1.9444444444444444,0,0.9172002759989871,0.6152898559957976,409.86400551997974
