method,time,survival,electric_energy,magnetic_energy,total_energy,tvd_to_exact_hamiltonian,mirror_asymmetry,norm_error,occupation_0,occupation_1,occupation_2,occupation_3,occupation_4
exact,0.152,0.2592427946393533,4.365253082133504,-1.3652530821335076,2.999999999999996,0.0,2.498001805406602e-16,8.881784197001252e-16,0.31219300216834195,0.10116800060274737,0.7003261213428282,0.10116800060274748,0.31219300216834156
exact,0.156,0.2404790497565021,4.432922334072483,-1.4329223340724873,2.9999999999999956,0.0,1.942890293094024e-16,1.1102230246251565e-15,0.3258018549439275,0.10670952074682014,0.6876715920377017,0.10670952074682019,0.32580185494392716
exact,0.16,0.2225669393209982,4.501485233277188,-1.5014852332771933,2.999999999999995,0.0,2.2898349882893854e-16,8.881784197001252e-16,0.33946630379788345,0.11238058333701806,0.6749809673342477,0.11238058333701813,0.33946630379788306
exact,0.164,0.20551693275988198,4.570840612322723,-1.5708406123227259,2.999999999999997,0.0,2.636779683484747e-16,9.992007221626409e-16,0.35316693624756823,0.11817660045157616,0.6622692064956062,0.11817660045157619,0.35316693624756773
exact,0.168,0.1893341597799545,4.64088304632656,-1.6408830463265633,2.9999999999999964,0.0,2.498001805406602e-16,9.992007221626409e-16,0.36688430189488036,0.12409262996392287,0.649550934909747,0.12409262996392298,0.36688430189487997
exact,0.17200000000000001,0.17401867887156866,4.711503079548756,-1.7115030795487596,2.999999999999996,0.0,2.0816681711721685e-16,9.992007221626409e-16,0.3805989461841795,0.13012338492735376,0.6368404242701688,0.13012338492735384,0.38059894618417917
exact,0.176,0.1595657750664638,4.782587479569088,-1.782587479569092,2.999999999999996,0.0,2.636779683484747e-16,8.881784197001252e-16,0.39429144458691195,0.13626324503136492,0.624151574795231,0.136263245031365,0.3942914445869115
exact,0.18,0.14596628267990944,4.854019517990048,-1.8540195179900523,2.999999999999996,0.0,2.914335439641036e-16,7.771561172376096e-16,0.40794243713872985,0.14250627007382818,0.6114978994730021,0.14250627007382827,0.40794243713872935
exact,0.184,0.13320692866555572,4.925679276447372,-1.9256792764473762,2.999999999999996,0.0,3.191891195797325e-16,7.771561172376096e-16,0.42153266325119265,0.14884621538091097,0.5988925103075682,0.14884621538091106,0.4215326632511921
exact,0.188,0.12127069216529784,4.997443976551699,-1.9974439765517031,2.9999999999999956,0.0,3.0531133177191805e-16,8.881784197001252e-16,0.43504299671671304,0.15527654909493535,0.5863481065323999,0.1552765490949354,0.4350429967167125
exact,0.192,0.11013717584521131,5.06918833223703,-2.069188332237034,2.9999999999999964,0.0,3.885780586188048e-16,7.771561172376096e-16,0.4484544808222576,0.16179047123926948,0.5738769647467065,0.1617904712392696,0.4484544808222569
exact,0.196,0.09978298467049941,5.1407849228545555,-2.140784922854559,2.9999999999999964,0.0,3.608224830031759e-16,8.881784197001252e-16,0.46174836348447423,0.1683809344589422,0.5614909309217525,0.1683809344589423,0.4617483634844736
exact,0.2,0.09018210788508203,5.212104585224941,-2.2121045852249432,2.9999999999999973,0.0,3.3306690738754696e-16,6.661338147750939e-16,0.4749061323164122,0.17504066632599005,0.5492014142158816,0.17504066632599016,0.47490613231641166
exact,0.20400000000000001,0.08130630012196337,5.283016822748785,-2.283016822748789,2.9999999999999956,0.0,2.636779683484747e-16,7.771561172376096e-16,0.4879095495338264,0.18176219308965857,0.5370193825295394,0.1817621930896586,0.4879095495338259
exact,0.20800000000000002,0.07312545777529336,5.353390229574229,-2.3533902295742335,2.9999999999999956,0.0,2.7755575615628914e-16,8.881784197001252e-16,0.5007406866072661,0.18853786474350606,0.5249553597249291,0.18853786474350617,0.5007406866072657
exact,0.212,0.0656079870100168,5.423092927732878,-2.423092927732882,2.9999999999999956,0.0,3.3306690738754696e-16,8.881784197001252e-16,0.5133819585647171,0.19535988127424603,0.5130194244290495,0.19535988127424614,0.5133819585647166
exact,0.216,0.05872116006566819,5.491993015080771,-2.491993015080774,2.9999999999999973,0.0,4.579669976578771e-16,8.881784197001252e-16,0.5258161578485341,0.2022203199508312,0.5012212103338015,0.20222031995083134,0.5258161578485333
exact,0.22,0.05243145682232834,5.559959021819957,-2.559959021819961,2.9999999999999956,0.0,4.163336342344337e-16,7.771561172376096e-16,0.5380264876297626,0.2091111635068533,0.4895699079025735,0.20911116350685346,0.5380264876297619
exact,0.224,0.04670488893380582,5.626860373328718,-2.6268603733287237,2.9999999999999942,0.0,2.636779683484747e-16,8.881784197001252e-16,0.5499965944827214,0.2160243290648219,0.4780742673892176,0.216024329064822,0.549996594482721
exact,0.228,0.041507304190336755,5.692567856994347,-2.692567856994351,2.999999999999996,0.0,3.0531133177191805e-16,7.771561172376096e-16,0.561710600322899,0.2229516976472955,0.46674260307261983,0.22295169764729555,0.5617106003228984
exact,0.232,0.03680466914493833,5.756954090721647,-2.756954090721652,2.9999999999999956,0.0,3.191891195797325e-16,7.771561172376096e-16,0.5731531335118157,0.22988514411717872,0.455582798608079,0.22988514411717892,0.5731531335118153
exact,0.23600000000000002,0.03256332841839485,5.819893990782919,-2.8198939907829246,2.9999999999999947,0.0,2.7755575615628914e-16,8.881784197001252e-16,0.5843093590335179,0.23681656738775855,0.44460231339547174,0.23681656738775866,0.5843093590335174
exact,0.24,0.028750239482096616,5.881265236680484,-2.8812652366804894,2.9999999999999947,0.0,3.7470027081099033e-16,8.881784197001252e-16,0.5951650076487979,0.24373792074222617,0.4338081898636043,0.24373792074222636,0.5951650076487973
exact,0.244,0.025333182100099154,5.940948730711005,-2.9409487307110105,2.9999999999999947,0.0,3.885780586188048e-16,8.881784197001252e-16,0.6057064039350804,0.25064124210250743,0.4232070615702523,0.25064124210250754,0.6057064039350797
exact,0.248,0.022280941986511038,5.998829049951061,-2.9988290499510653,2.9999999999999956,0.0,2.7755575615628914e-16,8.881784197001252e-16,0.6159204931221566,0.2575186840881681,0.4128051620181002,0.2575186840881682,0.6159204931221561
exact,0.252,0.019563468596580775,6.054794888425593,-3.054794888425598,2.9999999999999947,0.0,3.885780586188048e-16,8.881784197001252e-16,0.6257948666366024,0.26436254370798096,0.40260833408807917,0.26436254370798107,0.6257948666366018
exact,0.256,0.017152007314906917,6.108739487274203,-3.1087394872742085,2.9999999999999947,0.0,2.498001805406602e-16,8.881784197001252e-16,0.6353177862707399,0.2711652915293689,0.39262203999342576,0.27116529152936897,0.6353177862707394
exact,0.26,0.0150192066276755,6.160561050794435,-3.16056105079444,2.9999999999999947,0.0,4.163336342344337e-16,9.992007221626409e-16,0.6444782068954336,0.27791960017437933,0.3828513716601102,0.2779196001743795,0.6444782068954329
exact,0.264,0.013139201163821012,6.210163146315557,-3.2101631463155615,2.999999999999995,0.0,4.163336342344337e-16,8.881784197001252e-16,0.6532657976397774,0.28461837199504725,0.37330106144204717,0.2846183719950474,0.6532657976397768
exact,0.268,0.01148767175908729,6.257455085940295,-3.2574550859402995,2.9999999999999956,0.0,3.885780586188048e-16,9.992007221626409e-16,0.6616709614648634,0.29125476578592824,0.36397549308268146,0.29125476578592846,0.6616709614648628
exact,0.272,0.010041883934228713,6.302352288284867,-3.3023522882848715,2.9999999999999956,0.0,3.885780586188048e-16,8.881784197001252e-16,0.669684853063295,0.29782222239720524,0.3548787128380835,0.29782222239720535,0.6696848530632943
exact,0.276,0.008780706381712808,6.344776618448904,-3.3447766184489085,2.9999999999999956,0.0,3.885780586188048e-16,9.992007221626409e-16,0.6772993950208736,0.3043144891180314,0.34601444068055176,0.3043144891180316,0.677299395020873
exact,0.28,0.007684611222508825,6.384656704555767,-3.384656704555771,2.999999999999996,0.0,4.163336342344337e-16,8.881784197001252e-16,0.6845072921819799,0.31072564270664677,0.3373860815058653,0.31072564270664693,0.6845072921819793
exact,0.28400000000000003,0.006735657924722647,6.421928229319605,-3.4219282293196094,2.999999999999996,0.0,3.3306690738754696e-16,8.881784197001252e-16,0.6913020441655193,0.31705011095123076,0.3289967362717146,0.31705011095123087,0.6913020441655188
exact,0.28800000000000003,0.005917462868428093,6.4565341952177695,-3.456534195217773,2.9999999999999964,0.0,3.0531133177191805e-16,8.881784197001252e-16,0.6976779559839122,0.3232826926533956,0.32084921299943336,0.32328269265339576,0.6976779559839118
exact,0.292,0.005215156596095044,6.488425161974979,-3.488425161974983,2.9999999999999956,0.0,3.885780586188048e-16,8.881784197001252e-16,0.7036301467234553,0.32941857593464224,0.31294603757590816,0.32941857593464247,0.7036301467234547
exact,0.296,0.004615330806177501,6.517559455198555,-3.5175594551985583,2.9999999999999964,0.0,4.440892098500626e-16,1.1102230246251565e-15,0.7091545562504288,0.3354533547749276,0.30528946429744613,0.3354533547749278,0.7091545562504281
exact,0.3,0.004105977129901914,6.543903345141083,-3.543903345141086,2.999999999999997,0.0,4.440892098500626e-16,9.992007221626409e-16,0.7142479499135681,0.3413830437017013,0.29788148610237525,0.3413830437017015,0.7142479499135674
exact,0.304,0.0036764196798324523,6.567431194707723,-3.5674311947077273,2.9999999999999956,0.0,4.440892098500626e-16,8.881784197001252e-16,0.7189079212199055,0.34720409055730056,0.29072384444423377,0.3472040905573008,0.7189079212199049
exact,0.308,0.0033172432756263903,6.588125575969129,-3.5881255759691335,2.9999999999999956,0.0,2.220446049250313e-16,1.1102230246251565e-15,0.7231328924675277,0.35291338728240396,0.2838180387625277,0.35291338728240407,0.7231328924675273
exact,0.312,0.003020219140216763,6.605977354587077,-3.605977354587079,2.9999999999999982,0.0,4.718447854656915e-16,8.881784197001252e-16,0.7269221133254282,0.35850827866328433,0.27716533551319456,0.3585082786632846,0.7269221133254276
exact,0.316,0.0027782297215659156,6.620985741707756,-3.6209857417077584,2.9999999999999973,0.0,3.885780586188048e-16,9.992007221626409e-16,0.7302756573573449,0.3639865690008274,0.27076677672606386,0.3639865690008276,0.7302756573573443
exact,0.32,0.002585194134551526,6.633158313026655,-3.6331583130266587,2.9999999999999964,0.0,4.440892098500626e-16,9.992007221626409e-16,0.7331944164932658,0.3693465266696374,0.264623188061751,0.36934652666963774,0.7331944164932652
strang_r1,0.0,0.99999999999999,2.99999999999997,-1.3084060891855237e-16,2.99999999999997,4.107825191113079e-15,3.2178906737150476e-34,9.992007221626409e-15,5.901335652718478e-34,1.4811062170606725e-34,0.99999999999999,6.721969134531866e-34,4.706417222759577e-34
strang_r1,0.004,0.9991043702531154,3.000960045527865,-0.0009600792209231435,2.999999966306942,5.503051640814941e-09,1.5353918315043542e-09,1.2656542480726785e-14,0.00025597201068770656,6.401091900476716e-05,0.9997440402722622,6.400784851584126e-05,0.00025597201098244367
strang_r1,0.008,0.996421919563294,3.0038407265230878,-0.003841262399303151,2.9999994641237846,8.800295776378883e-08,2.4537094035125212e-08,1.1546319456101628e-14,0.0010235521720865432,0.0002561745284130751,0.9989766441136908,0.00025612547305467096,0.0010235521909162093
strang_r1,0.012,0.9919659299845911,3.0086436618170325,-0.008646347639373386,2.999997314177659,4.4512852294114704e-07,1.23973155856231e-07,1.176836406102666e-14,0.0023017328815596633,0.000576882069752381,0.9976992587794649,0.0005766343372873177,0.0023017330954063124
strang_r1,0.016,0.9857584266040849,3.0153715015875933,-0.015379870760443906,2.9999916308271493,1.405115422180975e-06,3.9073032008084697e-07,1.0436096431476471e-14,0.004088834840209884,0.0010267812380209056,0.9959142903096543,0.0010260009739309934,0.004088836036760133
strang_r1,0.02,0.9778300111699182,3.0240278560218723,-0.02404791535039466,2.9999799406714778,3.425085490714106e-06,9.505301804832791e-07,1.1213252548714081e-14,0.006382507137758673,0.001606769659805418,0.9936250944866745,0.001604873139591256,0.006382511677905478
strang_r1,0.024,0.9682196314227015,3.034617196388159,-0.034657849992614925,2.999959346395544,7.088633234715459e-06,1.962424111081858e-06,1.2989609388114332e-14,0.009179727424205253,0.002317985841114115,0.9908359642462395,0.002314074461343942,0.009179740892657244
strang_r1,0.028,0.9569742883518108,3.0471447294501757,-0.04721799577618471,2.9999267336739908,1.3102715121616859e-05,3.6168792201740022e-06,1.354472090042691e-14,0.012476802220081611,0.00316179766243999,0.9875521136116721,0.003154597604666219,0.012476835920748188
strang_r1,0.032,0.94414868418976,3.0616162464077306,-0.06173722802811438,2.999879018379616,2.2293835906813228e-05,6.133471000791067e-06,1.2989609388114332e-14,0.016269367430494952,0.004139788519369145,0.9837796582406698,0.0041275960005099895,0.01626944185363738
strang_r1,0.036000000000000004,0.9298048145177565,3.0780379477873723,-0.07822451699133182,2.9998134307960402,3.560352506142527e-05,9.75820170449242e-06,1.0880185641326534e-14,0.020552389140485204,0.005253741226857687,0.9795255926921856,0.005234374177290195,0.020552538494326696
strang_r1,0.04,0.9140115083776363,3.0964162459324784,-0.09668841290516533,2.999727833027313,5.4083095211765274e-05,1.4760466738955591e-05,1.0880185641326534e-14,0.025320164780322313,0.006505619823924121,0.9747977645389246,0.006476376751292312,0.025320442641168416
strang_r1,0.044,0.8968439207639263,3.1167575469521758,-0.11713648161716478,2.999621065335011,7.888767348532516e-05,2.1429694562580086e-05,1.0325074129013956e-14,0.030566324759051747,0.007897549432758805,0.9696048454680186,0.00785517613644599,0.030566810851864093
strang_r1,0.048,0.878382982299469,3.1390680141804657,-0.13957469746036139,2.999493316720104,0.00011126949581771167,3.007168860323043e-05,1.176836406102666e-14,0.03628383467270671,0.009431794341970823,0.9639562995284541,0.009372459041524653,0.036284642749467
strang_r1,0.052000000000000005,0.8587148112744837,3.163353315369833,-0.16400680066062756,2.9993465147092055,0.0001525704536779311,4.100470263661716e-05,7.216449660063518e-15,0.04246499820001638,0.0111107344977271,0.9578623486989579,0.011030011829578154,0.04246628493714067
strang_r1,0.056,0.8379300935478675,3.1896183559946745,-0.19043362699033317,2.9991847290043414,0.00020421388247851603,5.4555283803288564e-05,1.099120794378905e-14,0.04910146080303927,0.012936840598757764,0.9513339359637786,0.01282970482074748,0.04910343559263556
strang_r1,0.06,0.8161234360682551,3.217867001169731,-0.2188524177519766,2.9990145834177544,0.00026769558106915707,7.105391999263477e-05,1.099120794378905e-14,0.05618421435287691,0.014912648001498446,0.9443826860966642,0.014773475625519332,0.05618714981688307
strang_r1,0.064,0.793392699967577,3.2481017887934884,-0.24925611845477558,2.9988456703387127,0.0003445740526153223,9.083053065192699e-05,1.2434497875801753e-14,0.06370360280139942,0.017040729649922176,0.9370208643643771,0.016863311600915167,0.06370784581369626
strang_r1,0.068,0.7698383193109165,3.2803236366090895,-0.2816326747371056,2.9986909618719837,0.00043744203922136337,0.00011420984216029169,1.0325074129013956e-14,0.07164932901876879,0.01932366825082598,0.9292613333713342,0.01910123152705587,0.07165531197931926
strang_r1,0.07200000000000001,0.74556261165137,3.314531545931219,-0.31596433418531544,2.9985672117459035,0.0005484316957745531,0.00014150669071143727,9.992007221626409e-15,0.08001046291343215,0.021764027919424243,0.9211175082752318,0.02148926660596245,0.08001871498139324
strang_r1,0.076,0.7206690865380737,3.3507223048198913,-0.3522269627051974,2.998495342114694,0.0006789139873039942,0.00017302129714656146,1.3655743202889425e-14,0.08877545094627914,0.02436432552206328,0.9126033106106776,0.0240294408883347,0.08878660890684369
strang_r1,0.08,0.6952617580597419,3.388890193488381,-0.3903893840170729,2.9985008094713077,0.0008308771770051248,0.00020903455934018558,1.1324274851176597e-14,0.09793212714381942,0.027127001942695843,0.9037331209632667,0.026723751237363078,0.09794694555716703
strang_r1,0.084,0.6694444673765553,3.4290266947146635,-0.4304127506695633,2.9986139440451,0.001006346252795234,0.0002498034085380036,1.1324274851176597e-14,0.10746772570669076,0.030054393497487092,0.8945217307404252,0.029574146941364312,0.10748708596764399
strang_r1,0.088,0.6433202210024139,3.4711202119839104,-0.47224995470520814,2.9988702572787025,0.001207366963692644,0.00029555627645133295,1.0436096431476471e-14,0.1173688952996493,0.03314870371760958,0.8849842932878662,0.032582509089180325,0.11739381322412272
strang_r1,0.092,0.6169905503498666,3.5151557980230983,-0.515845085764594,2.999310712258504,0.00143598824935798,0.0003464887199016789,1.2323475573339238e-14,0.12762171509754397,0.03641197571399372,0.8751362746010665,0.03575062982381393,0.12765334664716754
strang_r1,0.096,0.5905548977456263,3.5611148963012287,-0.5611329439912047,2.9999819523100237,0.0016942430839393635,0.0004027592493569751,1.0658141036401503e-14,0.13821171264886215,0.03984606532964236,0.8649934038805677,0.03908019159071543,0.13825135740864916
strang_r1,0.1,0.5641100337691296,3.6089750979584423,-0.6080386146002736,3.000936483358169,0.001984127783901579,0.0004644854067917051,9.880984919163893e-15,0.14912388360436135,0.04345261527519052,0.8545716241774316,0.04257274649745407,0.1491729856402083
strang_r1,0.10400000000000001,0.5377495103653286,3.6587099164981867,-0.6564771104090117,3.002232806089175,0.0023164172924693424,0.0005317401369252933,9.103828801926284e-15,0.16034271334332986,0.04723303043184691,0.8438870433714416,0.04622969590122112,0.16040285908655466
strang_r1,0.108,0.5115631537406636,3.7102885824281007,-0.7063530879984066,3.003935494429694,0.0027078951153541968,0.0006045484940227532,1.354472090042691e-14,0.17185220051431,0.05118845449281998,0.8329558857191666,0.050052270339717264,0.17192511334925278
strang_r1,0.112,0.48563660057406105,3.7636758598709283,-0.7575606424963403,3.006115217374588,0.0031459725001231403,0.0006828847240938803,1.0436096431476471e-14,0.18363588249091622,0.055319748099995444,0.8217944442023721,0.05404150991948493,0.18372341375859347
strang_r1,0.116,0.4600508805684329,3.8188318869865325,-0.8099831852449904,3.008848701741542,0.0036335468315894085,0.0007666697594894793,1.199040866595169e-14,0.19567686272686372,0.059627468617147225,0.8104190338989203,0.05819824527365829,0.19578097890235374
strang_r1,0.12,0.4348820478393607,3.8757120418544133,-0.8634934078516714,3.0122186340027417,0.004174163184665122,0.0008557691595718064,8.215650382226158e-15,0.207957839977798,0.06411185166454297,0.798845946589109,0.06252307919845648,0.2080806058308551
strang_r1,0.124,0.4102008630922503,3.9342668352612944,-0.917953335327967,3.0163134999333274,0.004770289981640646,0.0009499915273630255,1.4988010832439613e-14,0.22046113934103131,0.06877279452260174,0.7870914067993875,0.06701636907451208,0.2206046969476677
strang_r1,0.128,0.3860725279846135,3.994441831627385,-0.9732144702077824,3.0212273614196024,0.005424354324167227,0.0010490874278485454,1.3100631690576847e-14,0.23316874504829063,0.07360984149453317,0.7751715294739164,0.07167821017539087,0.23333528858484542
strang_r1,0.132,0.3625564725120556,4.056177599084053,-1.0291180287072497,3.027059570376804,0.006139239601495957,0.00115274882897657,1.1657341758564144e-14,0.24606233493097732,0.07862217129975446,0.763102279451161,0.07650841996136094,0.24625408125053694
strang_r1,0.136,0.3397061957023822,4.1194096894935015,-1.0854952691584843,3.0339144203350172,0.006923062438257689,0.0012606090813896687,1.0658141036401503e-14,0.25912331646273623,0.08380858655164686,0.750899432909277,0.08150652345172804,0.25934247152559675
strang_r1,0.14,0.3175691593576086,4.184068648973132,-1.1421679121217057,3.041900736851426,0.007773469293593429,0.0013722434475689077,1.1324274851176597e-14,0.27233286427017167,0.08916750535496835,0.7385785409290423,0.0866717397638019,0.272581585574143
strang_r1,0.14400000000000002,0.2961867340552688,4.250080059261028,-1.198948650765546,3.0511314084954817,0.008692354345384852,0.0014871701854577146,1.2545520178264269e-14,0.2856719589897543,0.0946969550402661,0.7261548953078352,0.09200296990090462,0.28595231422130823
strang_r1,0.148,0.275594196113846,4.317364610033018,-1.2556417493100653,3.061722860722953,0.009681277262458094,0.0016048521857644008,1.354472090042691e-14,0.2991214273372993,0.10039456803506647,0.7136434967420555,0.09749878586575482,0.29943534953951645
strang_r1,0.152,0.25582077374790796,4.385838202059517,-1.3120437265589633,3.073794475500554,0.010741426980566966,0.0017246991561436012,1.354472090042691e-14,0.31266198324603567,0.10625757985466483,0.7010590254788333,0.10315742116912356,0.3130112228727816
strang_r1,0.156,0.23688974019166495,4.455412080872973,-1.3679441208131133,3.08746796005986,0.011873587444235724,0.001846070339336911,8.659739592076221e-15,0.3262742699203121,0.11228282917913938,0.6884158145209167,0.10897676279688097,0.3266603442167275
strang_r1,0.16,0.21881855115968998,4.525993000406038,-1.4231263317631375,3.1028666686429,0.013078105839949217,0.0019682777462334405,8.659739592076221e-15,0.33993890264442084,0.11846675996795275,0.6757278254513891,0.114954344691476,0.34036304286041097
strang_r1,0.164,0.20161902364443035,4.597483415858541,-1.4773685343097174,3.1201148815488233,0.014354863832670045,0.0020905898787402094,1.1657341758564144e-14,0.35363651217998937,0.12480542554930003,0.6630086269275485,0.12108734279656379,0.35409960918473354
strang_r1,0.168,0.18529755272522905,4.669781704857973,-1.530444658661609,3.1393370461963643,0.015703252296268545,0.002212235911416116,1.1546319456101628e-14,0.3673477885807647,0.1312944946083275,0.6502713758757703,0.12737257170592706,0.3678503375011965
strang_r1,0.17200000000000001,0.1698553627857249,4.742782415796528,-1.582125430517118,3.16065698527941,0.017122149999211043,0.0023324102951129133,1.176836406102666e-14,0.38105352525053154,0.1379292589866258,0.6375288014019281,0.1338064829501053,0.38159556980423687
strang_r1,0.176,0.15528878930772907,4.816376542057787,-1.6321794646486691,3.184197077409118,0.018609906670137778,0.002450277740452686,1.2545520178264269e-14,0.3947346630682656,0.14470464319504336,0.6247931914148256,0.1403851649462684,0.395315740300396
strang_r1,0.18,0.14158958723142448,4.890451820688297,-1.6803744047844826,3.2100774159038146,0.020164330824151186,0.002564978533933393,1.0658141036401503e-14,0.40837233440432696,0.15161521553294743,0.6120763819432299,0.1471043446288775,0.4089914205681238
strang_r1,0.184,0.12874526174487247,4.964893053925577,-1.7264781023186646,3.238414951606912,0.021782682680179542,0.0026756341348921214,1.2101430968414206e-14,0.42194790685254935,0.158655200699638,0.5993897491107468,0.15395939077063617,0.42260336519333175
strang_r1,0.188,0.11673941729035134,5.0395824518643675,-1.770259826082551,3.2693226257818164,0.023461672443384374,0.002781352997498876,1.0880185641326534e-14,0.4354430265053929,0.16581849377772678,0.5867442037169449,0.16094531899517667,0.43613255771784054
strang_r1,0.192,0.10555212055046016,5.114399994426881,-1.8114914951760803,3.3029084992508007,0.02519746416490466,0.0028812365585348804,1.0436096431476471e-14,0.4488396606026641,0.17309867546389612,0.5741501883578284,0.16805679847486002,0.44956025673069777
strang_r1,0.196,0.09516027320209068,5.189223810702603,-1.8499489266891729,3.33927488401343,0.02698568532508636,0.002974385328932419,1.176836406102666e-14,0.46212013938877705,0.18048902841961392,0.561617677004342,0.17528816029910188,0.46286804192612985
strang_r1,0.2,0.08553799029941958,5.263930573636506,-1.8854130900380257,3.37851748359848,0.028821442216644705,0.0030599050250096904,8.548717289613705e-15,0.47526719701875775,0.1879825546129815,0.5491561769438387,0.18263340749072385,0.4760378599465195
strang_r1,0.20400000000000001,0.07665698026569259,5.338395907973047,-1.9176713595992538,3.4207245483737934,0.030699341131872268,0.003136912674062492,1.1324274851176597e-14,0.48826401135922454,0.19557199352294963,0.5367747329765973,0.19008622664007807,0.48905206982447796
strang_r1,0.20800000000000002,0.06848692263492,5.412494809307002,-1.946518757344379,3.4659760519626235,0.032695865245322975,0.00320454262850553,9.547918011776346e-15,0.5010942425372753,0.20324984107858024,0.524481933747738,0.19764000111911512,0.5018934878348212
strang_r1,0.212,0.060995839885228866,5.486102072047895,-1.971759177255082,3.5143428947928124,0.03482550469464164,0.00326195242313386,1.1879386363489175e-14,0.5137420700971888,0.21100836920870042,0.5122859200838876,0.2052878258301468,0.5145454315649028
strang_r1,0.216,0.05415045994186843,5.559092724077402,-1.9932065834350081,3.565886140642394,0.03700649863357018,0.0033083284112821187,1.4099832412739488e-14,0.5261922286324681,0.2188396458812393,0.500194395194379,0.21302252343695013,0.5269917630107431
strang_r1,0.22,0.047916566195493296,5.631342465861708,-2.0106861740216524,3.620656291840056,0.03923299782663153,0.003342891117742247,1.2212453270876722e-14,0.5384300417682616,0.226735555516474,0.48821463658799047,0.22083666201894947,0.5392169305062215
strang_r1,0.224,0.04225933217603751,5.702728111778554,-2.0240355032409423,3.6786926085376117,0.04149863027028282,0.003364900249215916,1.1879386363489175e-14,0.5504414543770494,0.23468781966436775,0.4763535095488943,0.2287225740826427,0.5512060092937562
strang_r1,0.228,0.03714363833949845,5.773128031427473,-2.033105554232269,3.740022477195204,0.04379652457651881,0.003373659306805929,1.4765966227514582e-14,0.5622130629182363,0.24268801784295144,0.4646174820091835,0.23667237685819897,0.5629447405470956
strang_r1,0.232,0.03253436875951641,5.842422588711733,-2.0377617556003096,3.804660833111423,0.04622113001228703,0.00336851974958792,9.769962616701378e-15,0.5737321437998765,0.25072760844213937,0.453012640650313,0.24467799380324104,0.574419568660154
strang_r1,0.23600000000000002,0.028396685862839666,5.91049457651139,-2.03788493501787,3.87260964149352,0.04886801674913205,0.003348884663548879,1.5210055437364645e-14,0.5849866796682551,0.2587979496053695,0.44154470806198864,0.2527311772302874,0.5856176766202708
strang_r1,0.24,0.02469628170268886,5.977229644808993,-2.0333722036079225,3.9438574412010707,0.05156588367404868,0.0033142118961267952,1.021405182655144e-14,0.5959653835383418,0.2668903200099266,0.43021906078455374,0.2608235319692674,0.5965270192899362
strang_r1,0.244,0.02139960462177576,6.042516720177305,-2.024137765267592,4.018378954909713,0.054307891620003323,0.0032640166231159284,1.3100631690576847e-14,0.6066577206848659,0.2749959394753626,0.4190407480594285,0.26894653997170004,0.6071363544274352
strang_r1,0.248,0.018474060512583667,6.106248414600296,-2.0101136455612556,4.096134769039041,0.05708665611578706,0.003197873321770267,1.5765166949677223e-14,0.6170539282206614,0.28310598933835723,0.40801451111227927,0.27709158575898996,0.6174352712848347
strang_r1,0.252,0.015888188231807158,6.168321421662257,-1.9912503352965851,4.177071086365672,0.05989427113713369,0.003115417131411724,1.2212453270876722e-14,0.6271450322949514,0.29121163254097204,0.3971448027944669,0.28524998261333157,0.6274142166301344
strang_r1,0.256,0.013611809064298909,6.228636898215626,-1.9675173444065965,4.26111955380903,0.06272233835975875,0.0030163445906808695,1.199040866595169e-14,0.6369228628504053,0.29930403338794437,0.3864358074107344,0.29341299940642707,0.6370645180502498
strang_r1,0.26,0.011616150455356465,6.287100829718157,-1.938903662286264,4.348197167431893,0.06562363128283058,0.0029020752300572827,1.0658141036401503e-14,0.6463800658834981,0.30737437693693137,0.37589146056446016,0.3015718879583051,0.6463784044020098
strang_r1,0.264,0.009873944534993231,6.343624377515521,-1.9054181212720382,4.4382062562434825,0.0685821329733977,0.0029285335228896314,9.103828801926284e-15,0.6555101131580872,0.31541388799347253,0.36551546885623915,0.30971791081606564,0.6553490232897148
strang_r1,0.268,0.00835950224062472,6.398124206438434,-1.8670896605036793,4.531034545934754,0.07155211099297498,0.0029541671084027943,1.1102230246251565e-14,0.6643073093275513,0.32341384968983766,0.3553113292771737,0.3178423693404753,0.6639704554601081
strang_r1,0.272,0.007048764102402338,6.450522791179528,-1.8239674879666237,4.626555303212905,0.07482004655153027,0.002979030027133678,1.354472090042691e-14,0.6727667964260038,0.331365621633648,0.34528234814471603,0.32593663198684875,0.6722377260185357
strang_r1,0.276,0.005919328985777915,6.5007487000165955,-1.7761211390774214,4.724627560939174,0.07818622006340889,0.003003119131569726,1.2656542480726785e-14,0.6808845556943188,0.3392606576181669,0.33543165943637354,0.3339921626656734,0.6801468123836729
strang_r1,0.28,0.004950462286735467,6.548736854554503,-1.7236404307420694,4.825096423812433,0.08180189779260034,0.0030263658115490533,1.4210854715202004e-14,0.6886574067120316,0.34709052289143905,0.3257622423848945,0.3420005490679428,0.6876946489124297
strang_r1,0.28400000000000003,0.004123085244950841,6.59442876426759,-1.6666353103848706,4.927793453882719,0.08576816625627576,0.0030486279080148004,1.2989609388114332e-14,0.6960830038117214,0.3548469109858501,0.3162769382076561,0.34995353084014913,0.6948791281413927
strang_r1,0.28800000000000003,0.0034197471778806368,6.6377727347366795,-1.6052356000113535,5.032537134725326,0.09033270059622439,0.0030696818854425434,1.2323475573339238e-14,0.7031598297582344,0.3625216601132084,0.30697846585275773,0.35784302749430474,0.701699098606253
