num_plaquettes,x,time,repetitions,source_gate_count,source_depth,source_2q_count,interaction_edge_count,interaction_mean_degree,interaction_max_degree,interaction_range,pauli_term_count,mean_pauli_weight,target_node_count,target_edge_count,target_average_degree,target_diameter,target_mean_shortest_path,mapping_mean_interaction_distance,mapping_max_interaction_distance,term_ordering_current,term_ordering_reversed,term_ordering_symmetry,target_topology_grid,target_topology_heavy_hex_like,target_topology_irregular,target_topology_line,target_topology_ring,layout_name_favorable,layout_name_spread,layout_name_transpiler,classes
-0.44629696768710375,-0.7323175819088147,-0.6288868675243737,0.1903130550028223,-0.12444567299250778,-0.10271978070361974,-0.1463372745193351,-0.44629696768710375,-0.348454183116617,0.0,0.0,-0.4462969676871037,-0.32053777587609555,-0.6095119042313337,-0.5003595474795537,-0.2544380323404587,-0.09591306536110153,-0.14627459516572874,0.054880531786914016,-0.15349787928431202,0.0744903045903859,0.4650695946576707,-0.7418546629326042,-0.01844858755287821,0.08362699355111125,-0.20038467470388538,0.06492940705158337,0.13654524816210847,-0.27644991074936826,0.15207308253486043,0.1317120623466649,basic|teleport
