case_id,num_plaquettes,x,time,repetitions,term_ordering,circuit_hash,circuit_structure_hash,source_gate_count,source_depth,source_1q_count,source_2q_count,pauli_term_count,mean_pauli_weight,interaction_edge_count,interaction_mean_degree,interaction_max_degree,interaction_range,target_node_count,target_edge_count,target_average_degree,target_diameter,target_mean_shortest_path,mapping_mean_interaction_distance,mapping_max_interaction_distance,target_connected,cohort,target_name,target_topology,layout_name,target_kind,target_definition,target_hash,physical_qubits,prior_case_id,mapping_feature_note,case_family,strategy,seed,version,native_2q_count,native_2q_depth,native_depth,estimated_duration,routing_2q_overhead,compile_seconds,verification_result,failure,verification_error,verification_tolerance,verification_method,final_layout,basic_native_2q_count,teleport_native_2q_count,delta_native_2q_count,basic_native_2q_depth,teleport_native_2q_depth,delta_native_2q_depth,basic_estimated_duration,teleport_estimated_duration,delta_estimated_duration,label,lexicographic_label
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_favorable_29,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,5,1.6666666666666667,5,2.333333333333333,1.0,1.0,1,robustness,synthetic_line_6q_favorable,line,favorable,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ccfecec17e274607ed29176fa4c2a758de445cb0e2e85ddcc1bbcb36bd80dcb3,"[0, 1, 2, 3]",N4_x1_t0.16_r2_reversed__synthetic_line_6q_favorable__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_favorable,basic,29,v0.4.0,72,64,251,4.540810199999996e-05,-22,0.0082409539973014,True,,4.016378766845314e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[0, 1, 2, 3]",72,68,-4,64,60,-4,4.540810199999996e-05,4.521917999999998e-05,-1.889219999999807e-07,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_favorable_37,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,5,1.6666666666666667,5,2.333333333333333,1.0,1.0,1,robustness,synthetic_line_6q_favorable,line,favorable,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ccfecec17e274607ed29176fa4c2a758de445cb0e2e85ddcc1bbcb36bd80dcb3,"[0, 1, 2, 3]",N4_x1_t0.16_r2_reversed__synthetic_line_6q_favorable__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_favorable,basic,37,v0.4.0,72,64,251,4.540810199999996e-05,-22,0.0070977969953673,True,,4.016378766845314e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[0, 1, 2, 3]",72,68,-4,64,60,-4,4.540810199999996e-05,4.521917999999998e-05,-1.889219999999807e-07,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_favorable_47,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,5,1.6666666666666667,5,2.333333333333333,1.0,1.0,1,robustness,synthetic_line_6q_favorable,line,favorable,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ccfecec17e274607ed29176fa4c2a758de445cb0e2e85ddcc1bbcb36bd80dcb3,"[0, 1, 2, 3]",N4_x1_t0.16_r2_reversed__synthetic_line_6q_favorable__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_favorable,basic,47,v0.4.0,72,64,251,4.540810199999996e-05,-22,0.0093163670026115,True,,4.016378766845314e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[0, 1, 2, 3]",72,68,-4,64,60,-4,4.540810199999996e-05,4.521917999999998e-05,-1.889219999999807e-07,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread_11,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,5,1.6666666666666667,5,2.333333333333333,1.6153846153846154,2.0,1,robustness,synthetic_line_6q_spread,line,spread,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ccfecec17e274607ed29176fa4c2a758de445cb0e2e85ddcc1bbcb36bd80dcb3,"[0, 2, 3, 5]",N4_x1_t0.16_r2_reversed__synthetic_line_6q_spread__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread,basic,11,v0.4.0,78,67,253,4.135415999999997e-05,-16,0.0078744589991401,True,,9.329749250213228e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[1, 2, 3, 4]",78,74,-4,67,62,-5,4.135415999999997e-05,4.120763999999997e-05,-1.4651999999999737e-07,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread_19,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,5,1.6666666666666667,5,2.333333333333333,1.6153846153846154,2.0,1,robustness,synthetic_line_6q_spread,line,spread,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ccfecec17e274607ed29176fa4c2a758de445cb0e2e85ddcc1bbcb36bd80dcb3,"[0, 2, 3, 5]",N4_x1_t0.16_r2_reversed__synthetic_line_6q_spread__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread,basic,19,v0.4.0,78,67,253,4.135415999999997e-05,-16,0.011088742998254,True,,9.329749250213228e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[1, 2, 3, 4]",78,74,-4,67,62,-5,4.135415999999997e-05,4.120763999999997e-05,-1.4651999999999737e-07,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread_29,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,5,1.6666666666666667,5,2.333333333333333,1.6153846153846154,2.0,1,robustness,synthetic_line_6q_spread,line,spread,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ccfecec17e274607ed29176fa4c2a758de445cb0e2e85ddcc1bbcb36bd80dcb3,"[0, 2, 3, 5]",N4_x1_t0.16_r2_reversed__synthetic_line_6q_spread__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread,basic,29,v0.4.0,78,67,253,4.135415999999997e-05,-16,0.0075065490018459,True,,9.329749250213228e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[1, 2, 3, 4]",78,74,-4,67,62,-5,4.135415999999997e-05,4.120763999999997e-05,-1.4651999999999737e-07,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread_37,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,5,1.6666666666666667,5,2.333333333333333,1.6153846153846154,2.0,1,robustness,synthetic_line_6q_spread,line,spread,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ccfecec17e274607ed29176fa4c2a758de445cb0e2e85ddcc1bbcb36bd80dcb3,"[0, 2, 3, 5]",N4_x1_t0.16_r2_reversed__synthetic_line_6q_spread__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread,basic,37,v0.4.0,78,67,253,4.135415999999997e-05,-16,0.0125334189942805,True,,9.329749250213228e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[1, 2, 3, 4]",78,74,-4,67,62,-5,4.135415999999997e-05,4.120763999999997e-05,-1.4651999999999737e-07,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread_47,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,5,1.6666666666666667,5,2.333333333333333,1.6153846153846154,2.0,1,robustness,synthetic_line_6q_spread,line,spread,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ccfecec17e274607ed29176fa4c2a758de445cb0e2e85ddcc1bbcb36bd80dcb3,"[0, 2, 3, 5]",N4_x1_t0.16_r2_reversed__synthetic_line_6q_spread__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_line_6q_spread,basic,47,v0.4.0,78,67,253,4.135415999999997e-05,-16,0.0128549080036464,True,,9.329749250213228e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[1, 2, 3, 4]",78,74,-4,67,62,-5,4.135415999999997e-05,4.120763999999997e-05,-1.4651999999999737e-07,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler_11,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,6,2.0,3,1.8,1.0,1.0,1,robustness,synthetic_ring_6q_transpiler,ring,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 5], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 0], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ff4a6017b79ba46163d089d132c4bc654811d5fa5518090a9b65bf0d23d86ee8,,N4_x1_t0.16_r2_reversed__synthetic_ring_6q_transpiler__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler,basic,11,v0.4.0,72,64,285,3.433762800000002e-05,-22,0.0087157649977598,True,,9.294672187327152e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[3, 4, 5, 0]",72,68,-4,64,60,-4,3.433762800000002e-05,3.2091432000000024e-05,-2.2461959999999946e-06,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler_19,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,6,2.0,3,1.8,1.0,1.0,1,robustness,synthetic_ring_6q_transpiler,ring,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 5], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 0], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ff4a6017b79ba46163d089d132c4bc654811d5fa5518090a9b65bf0d23d86ee8,,N4_x1_t0.16_r2_reversed__synthetic_ring_6q_transpiler__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler,basic,19,v0.4.0,72,64,251,3.596755200000001e-05,-22,0.0074106889951508,True,,9.436009121928026e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[2, 3, 4, 5]",72,68,-4,64,60,-4,3.596755200000001e-05,3.2091432000000024e-05,-3.87611999999999e-06,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler_29,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,6,2.0,3,1.8,1.0,1.0,1,robustness,synthetic_ring_6q_transpiler,ring,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 5], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 0], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ff4a6017b79ba46163d089d132c4bc654811d5fa5518090a9b65bf0d23d86ee8,,N4_x1_t0.16_r2_reversed__synthetic_ring_6q_transpiler__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler,basic,29,v0.4.0,72,64,347,2.7858114000000063e-05,-22,0.0078565279982285,True,,4.0116160912899375e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[1, 0, 5, 4]",72,68,-4,64,60,-4,2.7858114000000063e-05,2.543032200000005e-05,-2.4277920000000123e-06,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler_37,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,6,2.0,3,1.8,1.0,1.0,1,robustness,synthetic_ring_6q_transpiler,ring,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 5], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 0], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ff4a6017b79ba46163d089d132c4bc654811d5fa5518090a9b65bf0d23d86ee8,,N4_x1_t0.16_r2_reversed__synthetic_ring_6q_transpiler__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler,basic,37,v0.4.0,72,64,347,3.638557800000002e-05,-22,0.0068686989980051,True,,3.7959890178980174e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[0, 5, 4, 3]",72,68,-4,64,60,-4,3.638557800000002e-05,3.2091432000000024e-05,-4.294145999999996e-06,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler_47,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,6,2.0,3,1.8,1.0,1.0,1,robustness,synthetic_ring_6q_transpiler,ring,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 5], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 0], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",ff4a6017b79ba46163d089d132c4bc654811d5fa5518090a9b65bf0d23d86ee8,,N4_x1_t0.16_r2_reversed__synthetic_ring_6q_transpiler__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_ring_6q_transpiler,basic,47,v0.4.0,72,64,319,3.521474999999995e-05,-22,0.0081916659983107,True,,7.818130314072535e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[3, 2, 1, 0]",72,68,-4,64,60,-4,3.521474999999995e-05,3.298165199999996e-05,-2.2330979999999917e-06,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler_11,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,7,2.333333333333333,3,1.6666666666666667,1.6153846153846154,3.0,1,robustness,synthetic_grid_6q_transpiler,grid,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [1, 4], [2, 1], [2, 5], [3, 0], [3, 4], [4, 1], [4, 3], [4, 5], [5, 2], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",1dc9d7c7422ee8d9e756c16f45c753640fd9bb0d83eb6013019055e1f800f374,,N4_x1_t0.16_r2_reversed__synthetic_grid_6q_transpiler__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler,basic,11,v0.4.0,72,64,285,2.8903956000000023e-05,-22,0.0072946250002132,True,,9.400857302756441e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[2, 5, 4, 1]",72,68,-4,64,60,-4,2.8903956000000023e-05,2.6159814000000005e-05,-2.7441420000000182e-06,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler_19,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,7,2.333333333333333,3,1.6666666666666667,1.6153846153846154,3.0,1,robustness,synthetic_grid_6q_transpiler,grid,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [1, 4], [2, 1], [2, 5], [3, 0], [3, 4], [4, 1], [4, 3], [4, 5], [5, 2], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",1dc9d7c7422ee8d9e756c16f45c753640fd9bb0d83eb6013019055e1f800f374,,N4_x1_t0.16_r2_reversed__synthetic_grid_6q_transpiler__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler,basic,19,v0.4.0,72,64,268,2.357684400000001e-05,-22,0.0078300120003405,True,,2.2772974350803022e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[0, 3, 4, 5]",72,68,-4,64,60,-4,2.357684400000001e-05,2.185656600000001e-05,-1.720278000000001e-06,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler_29,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,7,2.333333333333333,3,1.6666666666666667,1.6153846153846154,3.0,1,robustness,synthetic_grid_6q_transpiler,grid,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [1, 4], [2, 1], [2, 5], [3, 0], [3, 4], [4, 1], [4, 3], [4, 5], [5, 2], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",1dc9d7c7422ee8d9e756c16f45c753640fd9bb0d83eb6013019055e1f800f374,,N4_x1_t0.16_r2_reversed__synthetic_grid_6q_transpiler__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler,basic,29,v0.4.0,72,64,285,3.4939692e-05,-22,0.007196919999842,True,,9.280060415664873e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[1, 2, 5, 4]",72,68,-4,64,60,-4,3.4939692e-05,3.259825800000001e-05,-2.3414339999999905e-06,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler_37,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,7,2.333333333333333,3,1.6666666666666667,1.6153846153846154,3.0,1,robustness,synthetic_grid_6q_transpiler,grid,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [1, 4], [2, 1], [2, 5], [3, 0], [3, 4], [4, 1], [4, 3], [4, 5], [5, 2], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",1dc9d7c7422ee8d9e756c16f45c753640fd9bb0d83eb6013019055e1f800f374,,N4_x1_t0.16_r2_reversed__synthetic_grid_6q_transpiler__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler,basic,37,v0.4.0,72,64,285,2.8903956000000023e-05,-22,0.0070808300006319,True,,9.400857302756441e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[2, 5, 4, 1]",72,68,-4,64,60,-4,2.8903956000000023e-05,2.6159814000000005e-05,-2.7441420000000182e-06,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler_47,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,6,7,2.333333333333333,3,1.6666666666666667,1.6153846153846154,3.0,1,robustness,synthetic_grid_6q_transpiler,grid,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [1, 4], [2, 1], [2, 5], [3, 0], [3, 4], [4, 1], [4, 3], [4, 5], [5, 2], [5, 4]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 6}",1dc9d7c7422ee8d9e756c16f45c753640fd9bb0d83eb6013019055e1f800f374,,N4_x1_t0.16_r2_reversed__synthetic_grid_6q_transpiler__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_grid_6q_transpiler,basic,47,v0.4.0,72,64,235,4.164342599999997e-05,-22,0.0076192100023035,True,,3.70568950753212e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[0, 1, 4, 5]",72,68,-4,64,60,-4,4.164342599999997e-05,3.5154144e-05,-6.489281999999969e-06,teleport,teleport
dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_heavy_hex_like_7q_transpiler_11,4,1.0,0.16,2,reversed,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571,63750b2d38357d5cd9f9fb922cc3dfb8e294b61159a2362da953e87c8d5996e0,277,197,173,104,19,1.6842105263157894,3,1.5,2,1,7,7,2.0,5,2.2857142857142856,1.0,1.0,1,robustness,synthetic_heavy_hex_like_7q_transpiler,heavy_hex_like,transpiler,SYNTHETIC_TARGET,"{""edges"": [[0, 1], [0, 3], [1, 0], [1, 2], [2, 1], [2, 3], [3, 0], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5]], ""seed"": 7, ""basis"": [""id"", ""rz"", ""sx"", ""x"", ""ecr""], ""nodes"": 7}",a56c42c5929ac738475a61ad56ac38f9ce297f29f090779c0473725bc68476b5,,N4_x1_t0.16_r2_reversed__synthetic_heavy_hex_like_7q_transpiler__seed7,identity proxy before selection when layout is transpiler,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_heavy_hex_like_7q_transpiler,basic,11,v0.4.0,72,64,285,1.924962e-05,-22,0.0070485890028066,True,,9.350779277926773e-14,1e-10,logical Operator.equiv + routed zero/3 random states,"[0, 3, 4, 5]",72,68,-4,64,60,-4,1.924962e-05,2.2871993999999984e-05,3.622373999999983e-06,teleport,teleport
