num_plaquettes,x,time,repetitions,term_ordering,circuit_hash,circuit_structure_hash,source_gate_count,source_depth,source_1q_count,source_2q_count,pauli_term_count,mean_pauli_weight,interaction_edge_count,interaction_mean_degree,interaction_max_degree,interaction_range,initial_ones,tvd,energy_drift,mirror_asymmetry,exact_mirror_asymmetry,survival_error,survival,local_occupation_error,occupations,electric_energy,magnetic_energy,total_energy,norm_error,strategy,target_name,native_2q_count,native_2q_depth,native_depth,estimated_duration,routing_2q_overhead,verification_result,verification_error,verification_tolerance,verification_method,compile_seconds
3,2.0,0.32,2,current,5aafcfabeeaa255f3e2694581b80308a659e5626137312718bea6a1ea3be60db,895718eee45a850d435c8240f7a9ee014cfb599978558936fe2e71db8b8c0270,181,137,117,64,13,1.6153846153846154,2,1.3333333333333333,2,1,[1],0.033804491976913445,0.2925869317332537,2.220446049250313e-16,0.0,0.021528415095824247,0.07034921936209876,0.02674890743723901,"[0.5631681113334028, 0.2652694408194565, 0.5631681113334026]",3.8030522934896074,-1.0956392252228608,2.7074130682667463,8.548717289613705e-15,basic,synthetic_line_6q_favorable,54,54,182,3.509775600000001e-05,-2,True,6.753223014464259e-15,1e-10,logical exact + routed zero/3 random states,0.04239013500045985
3,2.0,0.32,2,current,5aafcfabeeaa255f3e2694581b80308a659e5626137312718bea6a1ea3be60db,895718eee45a850d435c8240f7a9ee014cfb599978558936fe2e71db8b8c0270,181,137,117,64,13,1.6153846153846154,2,1.3333333333333333,2,1,[1],0.033804491976913445,0.2925869317332537,2.220446049250313e-16,0.0,0.021528415095824247,0.07034921936209876,0.02674890743723901,"[0.5631681113334028, 0.2652694408194565, 0.5631681113334026]",3.8030522934896074,-1.0956392252228608,2.7074130682667463,8.548717289613705e-15,teleport,synthetic_line_6q_favorable,42,42,142,2.7866994000000027e-05,-22,True,5.9407306827449445e-15,1e-10,logical exact + routed zero/3 random states,0.09159604600426974
3,2.0,0.32,2,reversed,f7faf39edcb6eb05123196946948ccc8d93cbe624e6e3c7a3fbb1602e964e75a,53c4f0677915c62f9f4a3a2141402bf5759264456ba570678b9a3dd1792b6691,181,137,117,64,13,1.6153846153846154,2,1.3333333333333333,2,1,[1],0.04595985270315322,0.11384538385793785,3.3306690738754696e-16,0.0,0.024603044545832065,0.11648067900375507,0.04472988263204786,"[0.5374715890590132, 0.3367482308887434, 0.5374715890590128]",3.8317544852805283,-0.7179091014225903,3.113845383857938,7.105427357601002e-15,qiskit,synthetic_line_6q_favorable,56,56,203,3.705069000000001e-05,-8,True,5.3032945191522335e-15,1e-10,logical exact + routed zero/3 random states,0.0075015250040451065
3,2.0,0.32,2,reversed,f7faf39edcb6eb05123196946948ccc8d93cbe624e6e3c7a3fbb1602e964e75a,53c4f0677915c62f9f4a3a2141402bf5759264456ba570678b9a3dd1792b6691,181,137,117,64,13,1.6153846153846154,2,1.3333333333333333,2,1,[1],0.04595985270315322,0.11384538385793785,3.3306690738754696e-16,0.0,0.024603044545832065,0.11648067900375507,0.04472988263204786,"[0.5374715890590132, 0.3367482308887434, 0.5374715890590128]",3.8317544852805283,-0.7179091014225903,3.113845383857938,7.105427357601002e-15,basic,synthetic_line_6q_favorable,56,56,200,3.7080882000000003e-05,-4,True,6.03216210204077e-15,1e-10,logical exact + routed zero/3 random states,0.04307136699935654
3,2.0,0.32,2,reversed,f7faf39edcb6eb05123196946948ccc8d93cbe624e6e3c7a3fbb1602e964e75a,53c4f0677915c62f9f4a3a2141402bf5759264456ba570678b9a3dd1792b6691,181,137,117,64,13,1.6153846153846154,2,1.3333333333333333,2,1,[1],0.04595985270315322,0.11384538385793785,3.3306690738754696e-16,0.0,0.024603044545832065,0.11648067900375507,0.04472988263204786,"[0.5374715890590132, 0.3367482308887434, 0.5374715890590128]",3.8317544852805283,-0.7179091014225903,3.113845383857938,7.105427357601002e-15,teleport,synthetic_line_6q_favorable,40,40,157,2.6768094000000026e-05,-24,True,4.3021142204224816e-15,1e-10,logical exact + routed zero/3 random states,0.09038482899632072
3,2.0,0.32,2,symmetry,afed9d2454c139033c138e54323eb6d9b5e0516e2d426ef4b28d825ff24a7fe5,ba6a68ec18cf628ef593f8bf116adff9beb0c49bfece1e9746db62e3c2b91702,181,133,117,64,13,1.6153846153846154,2,1.3333333333333333,2,1,[1],0.024948321917767826,0.13395178279852127,0.0,0.0,0.009362753371491811,0.10124038782941482,0.022521941687487057,"[0.5420042412020911, 0.3145402899441826, 0.5420042412020911]",3.8012022630519895,-0.6672504802534682,3.1339517827985213,7.549516567451064e-15,qiskit,synthetic_line_6q_favorable,54,54,218,3.4843122000000005e-05,-10,True,6.9293819670698285e-15,1e-10,logical exact + routed zero/3 random states,0.0058471420052228495
3,2.0,0.32,2,symmetry,afed9d2454c139033c138e54323eb6d9b5e0516e2d426ef4b28d825ff24a7fe5,ba6a68ec18cf628ef593f8bf116adff9beb0c49bfece1e9746db62e3c2b91702,181,133,117,64,13,1.6153846153846154,2,1.3333333333333333,2,1,[1],0.024948321917767826,0.13395178279852127,0.0,0.0,0.009362753371491811,0.10124038782941482,0.022521941687487057,"[0.5420042412020911, 0.3145402899441826, 0.5420042412020911]",3.8012022630519895,-0.6672504802534682,3.1339517827985213,7.549516567451064e-15,basic,synthetic_line_6q_favorable,42,42,186,2.5508022000000028e-05,-10,True,1.1994166644578803e-14,1e-10,logical exact + routed zero/3 random states,0.045344008001848124
3,2.0,0.32,2,symmetry,afed9d2454c139033c138e54323eb6d9b5e0516e2d426ef4b28d825ff24a7fe5,ba6a68ec18cf628ef593f8bf116adff9beb0c49bfece1e9746db62e3c2b91702,181,133,117,64,13,1.6153846153846154,2,1.3333333333333333,2,1,[1],0.024948321917767826,0.13395178279852127,0.0,0.0,0.009362753371491811,0.10124038782941482,0.022521941687487057,"[0.5420042412020911, 0.3145402899441826, 0.5420042412020911]",3.8012022630519895,-0.6672504802534682,3.1339517827985213,7.549516567451064e-15,teleport,synthetic_line_6q_favorable,54,54,204,3.5926482e-05,-10,True,5.9871839031307054e-15,1e-10,logical exact + routed zero/3 random states,0.07830980600556359
3,2.0,0.32,4,current,ff2fea665a265e9f8f6c571848b19820b4afc1ece7ccfcd159ccfd87e88d3097,a8c77d0b2cdabef3b9ba279df496609f76a174ba9474507d77488b124b9a2527,361,273,233,128,13,1.6153846153846154,2,1.3333333333333333,2,1,[1],0.008123617423715097,0.06316605395493724,1.1102230246251565e-16,0.0,0.005320734848234754,0.08655689960968825,0.00663824985039102,"[0.5590401578963392, 0.2853800984063045, 0.5590401578963393]",3.8366184483073384,-0.8997845022622761,2.9368339460450628,2.1871393585115584e-14,qiskit,synthetic_line_6q_favorable,106,106,384,6.834802799999989e-05,-22,True,2.093145841045873e-14,1e-10,logical exact + routed zero/3 random states,0.007916321999800857
3,2.0,0.32,4,current,ff2fea665a265e9f8f6c571848b19820b4afc1ece7ccfcd159ccfd87e88d3097,a8c77d0b2cdabef3b9ba279df496609f76a174ba9474507d77488b124b9a2527,361,273,233,128,13,1.6153846153846154,2,1.3333333333333333,2,1,[1],0.008123617423715097,0.06316605395493724,1.1102230246251565e-16,0.0,0.005320734848234754,0.08655689960968825,0.00663824985039102,"[0.5590401578963392, 0.2853800984063045, 0.5590401578963393]",3.8366184483073384,-0.8997845022622761,2.9368339460450628,2.1871393585115584e-14,basic,synthetic_line_6q_favorable,106,106,364,6.94917719999999e-05,-6,True,1.1464665530603447e-14,1e-10,logical exact + routed zero/3 random states,0.07584854199376423
3,2.0,0.32,4,current,ff2fea665a265e9f8f6c571848b19820b4afc1ece7ccfcd159ccfd87e88d3097,a8c77d0b2cdabef3b9ba279df496609f76a174ba9474507d77488b124b9a2527,361,273,233,128,13,1.6153846153846154,2,1.3333333333333333,2,1,[1],0.008123617423715097,0.06316605395493724,1.1102230246251565e-16,0.0,0.005320734848234754,0.08655689960968825,0.00663824985039102,"[0.5590401578963392, 0.2853800984063045, 0.5590401578963393]",3.8366184483073384,-0.8997845022622761,2.9368339460450628,2.1871393585115584e-14,teleport,synthetic_line_6q_favorable,70,70,265,4.6255031999999943e-05,-58,True,2.2150357944115166e-14,1e-10,logical exact + routed zero/3 random states,0.20847241600131383
3,2.0,0.32,4,reversed,a71cc39acdd9e08344124c7e997206c1bd503b9ff8cf0370a03cebc972b5adb8,7d132187bc68f86135716fbbc3aaa1c51d5a5fe1ced4a7b1900340154dbf252a,361,273,233,128,13,1.6153846153846154,2,1.3333333333333333,2,1,[1],0.011313657659928544,0.025963815831357984,0.0,0.0,0.0056537574245260624,0.09753139188244907,0.010616877556638704,"[0.5525648667583298, 0.30263522581333424, 0.5525648667583298]",3.8416817179842093,-0.815717902152852,3.025963815831358,2.0872192862952943e-14,qiskit,synthetic_line_6q_favorable,108,108,395,7.087283399999989e-05,-20,True,2.4301460762083416e-14,1e-10,logical exact + routed zero/3 random states,0.006582432994036935
3,2.0,0.32,4,reversed,a71cc39acdd9e08344124c7e997206c1bd503b9ff8cf0370a03cebc972b5adb8,7d132187bc68f86135716fbbc3aaa1c51d5a5fe1ced4a7b1900340154dbf252a,361,273,233,128,13,1.6153846153846154,2,1.3333333333333333,2,1,[1],0.011313657659928544,0.025963815831357984,0.0,0.0,0.0056537574245260624,0.09753139188244907,0.010616877556638704,"[0.5525648667583298, 0.30263522581333424, 0.5525648667583298]",3.8416817179842093,-0.815717902152852,3.025963815831358,2.0872192862952943e-14,basic,synthetic_line_6q_favorable,108,108,382,7.147489799999991e-05,-8,True,1.1504075052018255e-14,1e-10,logical exact + routed zero/3 random states,0.07922820199746639
3,2.0,0.32,4,reversed,a71cc39acdd9e08344124c7e997206c1bd503b9ff8cf0370a03cebc972b5adb8,7d132187bc68f86135716fbbc3aaa1c51d5a5fe1ced4a7b1900340154dbf252a,361,273,233,128,13,1.6153846153846154,2,1.3333333333333333,2,1,[1],0.011313657659928544,0.025963815831357984,0.0,0.0,0.0056537574245260624,0.09753139188244907,0.010616877556638704,"[0.5525648667583298, 0.30263522581333424, 0.5525648667583298]",3.8416817179842093,-0.815717902152852,3.025963815831358,2.0872192862952943e-14,teleport,synthetic_line_6q_favorable,80,80,290,5.440220999999992e-05,-48,True,1.0953012706639858e-14,1e-10,logical exact + routed zero/3 random states,0.18889993299671914
3,2.0,0.32,4,symmetry,8fe930a541d18cc33108e3e35a3fcac9c16989dc1fe77ed9d04b90adcaaac493,782263ca64b71eeefc48c91b81baad1ed2e7baec77bdb2c8f2c383245da35ab6,361,265,233,128,13,1.6153846153846154,2,1.3333333333333333,2,1,[1],0.00602376798316101,0.03029639105424975,0.0,0.0,0.0022014848646110113,0.09407911932253402,0.005158281994416092,"[0.5535887695836783, 0.29717663025111163, 0.5535887695836783]",3.8343039821829152,-0.8040075911286656,3.0302963910542497,2.220446049250313e-14,qiskit,synthetic_line_6q_favorable,106,106,432,6.887882999999987e-05,-22,True,4.302249638639963e-14,1e-10,logical exact + routed zero/3 random states,0.007156008003221359
3,2.0,0.32,4,symmetry,8fe930a541d18cc33108e3e35a3fcac9c16989dc1fe77ed9d04b90adcaaac493,782263ca64b71eeefc48c91b81baad1ed2e7baec77bdb2c8f2c383245da35ab6,361,265,233,128,13,1.6153846153846154,2,1.3333333333333333,2,1,[1],0.00602376798316101,0.03029639105424975,0.0,0.0,0.0022014848646110113,0.09407911932253402,0.005158281994416092,"[0.5535887695836783, 0.29717663025111163, 0.5535887695836783]",3.8343039821829152,-0.8040075911286656,3.0302963910542497,2.220446049250313e-14,basic,synthetic_line_6q_favorable,82,82,366,5.0208629999999906e-05,-22,True,1.306157573178726e-14,1e-10,logical exact + routed zero/3 random states,0.0848065760001191
3,2.0,0.32,4,symmetry,8fe930a541d18cc33108e3e35a3fcac9c16989dc1fe77ed9d04b90adcaaac493,782263ca64b71eeefc48c91b81baad1ed2e7baec77bdb2c8f2c383245da35ab6,361,265,233,128,13,1.6153846153846154,2,1.3333333333333333,2,1,[1],0.00602376798316101,0.03029639105424975,0.0,0.0,0.0022014848646110113,0.09407911932253402,0.005158281994416092,"[0.5535887695836783, 0.29717663025111163, 0.5535887695836783]",3.8343039821829152,-0.8040075911286656,3.0302963910542497,2.220446049250313e-14,teleport,synthetic_line_6q_favorable,106,106,404,7.104554999999988e-05,-22,True,5.424166696482352e-14,1e-10,logical exact + routed zero/3 random states,0.15819983300025342
