num_plaquettes,x,time,repetitions,term_ordering,runtime_seconds,mps_tensor_bytes,observed_max_bond,peak_process_rss_mib,saved_statevector,max_bond,truncation_threshold,mps_log,norm_error,observable_error_to_trotter,observable_error_to_exact,max_observable_change_from_previous
5,2.0,0.32,2,symmetry,0.009178137000048991,1248,4,255.15234375,False,8,1e-10,"{I0:cx on qubits 0,1, BD=[2 1 1 1],  I1:cx on qubits 0,1, BD=[2 1 1 1],  I2:cx on qubits 3,4, BD=[2 1 1 2],  I3:cx on qubits 3,4, BD=[2 1 1 2],  I4:cx on qubits 0,1, BD=[2 1 1 2],  I5:cx on qubits 0,1, BD=[2 1 1 2],  I6:cx on qubits 3,4, BD=[2 1 1 2],  I7:cx on qubits 3,4, BD=[2 1 1 2],  I8:cx on qubits 0,1, BD=[2 1 1 2],  I9:cx on qubits 0,1, BD=[2 1 1 2],  I10:cx on qubits 3,4, BD=[2 1 1 2],  I11:cx on qubits 3,4, BD=[2 1 1 2],  I12:cx on qubits 1,2, BD=[2 2 1 2],  I13:cx on qubits 1,2, BD=[2 2 1 2],  I14:cx on qubits 2,3, BD=[2 2 2 2],  I15:cx on qubits 2,3, BD=[2 2 2 2],  I16:cx on qubits 1,2, BD=[2 4 2 2],  I17:cx on qubits 1,2, BD=[2 4 2 2],  I18:cx on qubits 2,3, BD=[2 4 2 2],  I19:cx on qubits 2,3, BD=[2 4 4 2],  I20:cx on qubits 0,1, BD=[2 4 4 2],  I21:cx on qubits 1,2, BD=[2 4 4 2],  I22:cx on qubits 1,2, BD=[2 4 4 2],  I23:cx on qubits 0,1, BD=[2 4 4 2],  I24:cx on qubits 2,3, BD=[2 4 2 2],  I25:cx on qubits 3,4, BD=[2 4 2 2],  I26:cx on qubits 3,4, BD=[2 4 2 2],  I27:cx on qubits 2,3, BD=[2 4 4 2],  I28:cx on qubits 1,2, BD=[2 4 4 2],  I29:cx on qubits 1,2, BD=[2 4 4 2],  I30:cx on qubits 2,3, BD=[2 4 4 2],  I31:cx on qubits 2,3, BD=[2 4 4 2],  I32:cx on qubits 1,2, BD=[2 2 4 2],  I33:cx on qubits 2,3, BD=[2 2 4 2],  I34:cx on qubits 2,3, BD=[2 2 4 2],  I35:cx on qubits 1,2, BD=[2 4 4 2],  I36:cx on qubits 1,2, BD=[2 2 4 2],  I37:cx on qubits 2,3, BD=[2 2 4 2],  I38:cx on qubits 2,3, BD=[2 2 4 2],  I39:cx on qubits 1,2, BD=[2 4 4 2],  I40:cx on qubits 2,3, BD=[2 4 4 2],  I41:cx on qubits 2,3, BD=[2 4 4 2],  I42:cx on qubits 1,2, BD=[2 4 4 2],  I43:cx on qubits 1,2, BD=[2 4 4 2],  I44:cx on qubits 2,3, BD=[2 4 3 2],  I45:cx on qubits 3,4, BD=[2 4 3 2],  I46:cx on qubits 3,4, BD=[2 4 3 2],  I47:cx on qubits 2,3, BD=[2 4 4 2],  I48:cx on qubits 0,1, BD=[2 4 4 2],  I49:cx on qubits 1,2, BD=[2 4 4 2],  I50:cx on qubits 1,2, BD=[2 4 4 2],  I51:cx on qubits 0,1, BD=[2 4 4 2],  I52:cx on qubits 2,3, BD=[2 4 3 2],  I53:cx on qubits 2,3, BD=[2 4 4 2],  I54:cx on qubits 1,2, BD=[2 4 4 2],  I55:cx on qubits 1,2, BD=[2 4 4 2],  I56:cx on qubits 2,3, BD=[2 4 4 2],  I57:cx on qubits 2,3, BD=[2 4 4 2],  I58:cx on qubits 1,2, BD=[2 4 4 2],  I59:cx on qubits 1,2, BD=[2 4 4 2],  I60:cx on qubits 3,4, BD=[2 4 4 2],  I61:cx on qubits 3,4, BD=[2 4 4 2],  I62:cx on qubits 0,1, BD=[2 4 4 2],  I63:cx on qubits 0,1, BD=[2 4 4 2],  I64:cx on qubits 3,4, BD=[2 4 4 2],  I65:cx on qubits 3,4, BD=[2 4 4 2],  I66:cx on qubits 0,1, BD=[2 4 4 2],  I67:cx on qubits 0,1, BD=[2 4 4 2],  I68:cx on qubits 3,4, BD=[2 4 4 2],  I69:cx on qubits 3,4, BD=[2 4 4 2],  I70:cx on qubits 0,1, BD=[2 4 4 2],  I71:cx on qubits 0,1, BD=[2 4 4 2],  I72:cx on qubits 0,1, BD=[2 4 4 2],  I73:cx on qubits 0,1, BD=[2 4 4 2],  I74:cx on qubits 3,4, BD=[2 4 4 2],  I75:cx on qubits 3,4, BD=[2 4 4 2],  I76:cx on qubits 0,1, BD=[2 4 4 2],  I77:cx on qubits 0,1, BD=[2 4 4 2],  I78:cx on qubits 3,4, BD=[2 4 4 2],  I79:cx on qubits 3,4, BD=[2 4 4 2],  I80:cx on qubits 0,1, BD=[2 4 4 2],  I81:cx on qubits 0,1, BD=[2 4 4 2],  I82:cx on qubits 3,4, BD=[2 4 4 2],  I83:cx on qubits 3,4, BD=[2 4 4 2],  I84:cx on qubits 1,2, BD=[2 4 4 2],  I85:cx on qubits 1,2, BD=[2 4 4 2],  I86:cx on qubits 2,3, BD=[2 4 4 2],  I87:cx on qubits 2,3, BD=[2 4 4 2],  I88:cx on qubits 1,2, BD=[2 4 4 2],  I89:cx on qubits 1,2, BD=[2 4 4 2],  I90:cx on qubits 2,3, BD=[2 4 4 2],  I91:cx on qubits 2,3, BD=[2 4 4 2],  I92:cx on qubits 0,1, BD=[2 4 4 2],  I93:cx on qubits 1,2, BD=[2 4 4 2],  I94:cx on qubits 1,2, BD=[2 4 4 2],  I95:cx on qubits 0,1, BD=[2 4 4 2],  I96:cx on qubits 2,3, BD=[2 4 4 2],  I97:cx on qubits 3,4, BD=[2 4 4 2],  I98:cx on qubits 3,4, BD=[2 4 4 2],  I99:cx on qubits 2,3, BD=[2 4 4 2],  I100:cx on qubits 1,2, BD=[2 4 4 2],  I101:cx on qubits 1,2, BD=[2 4 4 2],  I102:cx on qubits 2,3, BD=[2 4 4 2],  I103:cx on qubits 2,3, BD=[2 4 4 2],  I104:cx on qubits 1,2, BD=[2 4 4 2],  I105:cx on qubits 2,3, BD=[2 4 4 2],  I106:cx on qubits 2,3, BD=[2 4 4 2],  I107:cx on qubits 1,2, BD=[2 4 4 2],  I108:cx on qubits 1,2, BD=[2 4 4 2],  I109:cx on qubits 2,3, BD=[2 4 4 2],  I110:cx on qubits 2,3, BD=[2 4 4 2],  I111:cx on qubits 1,2, BD=[2 4 4 2],  I112:cx on qubits 2,3, BD=[2 4 4 2],  I113:cx on qubits 2,3, BD=[2 4 4 2],  I114:cx on qubits 1,2, BD=[2 4 4 2],  I115:cx on qubits 1,2, BD=[2 4 4 2],  I116:cx on qubits 2,3, BD=[2 4 4 2],  I117:cx on qubits 3,4, BD=[2 4 4 2],  I118:cx on qubits 3,4, BD=[2 4 4 2],  I119:cx on qubits 2,3, BD=[2 4 4 2],  I120:cx on qubits 0,1, BD=[2 4 4 2],  I121:cx on qubits 1,2, BD=[2 4 4 2],  I122:cx on qubits 1,2, BD=[2 4 4 2],  I123:cx on qubits 0,1, BD=[2 4 4 2],  I124:cx on qubits 2,3, BD=[2 4 4 2],  I125:cx on qubits 2,3, BD=[2 4 4 2],  I126:cx on qubits 1,2, BD=[2 4 4 2],  I127:cx on qubits 1,2, BD=[2 4 4 2],  I128:cx on qubits 2,3, BD=[2 4 4 2],  I129:cx on qubits 2,3, BD=[2 4 4 2],  I130:cx on qubits 1,2, BD=[2 4 4 2],  I131:cx on qubits 1,2, BD=[2 4 4 2],  I132:cx on qubits 3,4, BD=[2 4 4 2],  I133:cx on qubits 3,4, BD=[2 4 4 2],  I134:cx on qubits 0,1, BD=[2 4 4 2],  I135:cx on qubits 0,1, BD=[2 4 4 2],  I136:cx on qubits 3,4, BD=[2 4 4 2],  I137:cx on qubits 3,4, BD=[2 4 4 2],  I138:cx on qubits 0,1, BD=[2 4 4 2],  I139:cx on qubits 0,1, BD=[2 4 4 2],  I140:cx on qubits 3,4, BD=[2 4 4 2],  I141:cx on qubits 3,4, BD=[2 4 4 2],  I142:cx on qubits 0,1, BD=[2 4 4 2],  I143:cx on qubits 0,1, BD=[2 4 4 2],  }",7.62843122004142e-11,1.0032177744645487e-06,0.24186762179162802,
5,2.0,0.32,2,symmetry,0.009009849999983999,1248,4,255.52734375,False,32,1e-14,"{I0:cx on qubits 0,1, BD=[2 1 1 1],  I1:cx on qubits 0,1, BD=[2 1 1 1],  I2:cx on qubits 3,4, BD=[2 1 1 2],  I3:cx on qubits 3,4, BD=[2 1 1 2],  I4:cx on qubits 0,1, BD=[2 1 1 2],  I5:cx on qubits 0,1, BD=[2 1 1 2],  I6:cx on qubits 3,4, BD=[2 1 1 2],  I7:cx on qubits 3,4, BD=[2 1 1 2],  I8:cx on qubits 0,1, BD=[2 1 1 2],  I9:cx on qubits 0,1, BD=[2 1 1 2],  I10:cx on qubits 3,4, BD=[2 1 1 2],  I11:cx on qubits 3,4, BD=[2 1 1 2],  I12:cx on qubits 1,2, BD=[2 2 1 2],  I13:cx on qubits 1,2, BD=[2 2 1 2],  I14:cx on qubits 2,3, BD=[2 2 2 2],  I15:cx on qubits 2,3, BD=[2 2 2 2],  I16:cx on qubits 1,2, BD=[2 4 2 2],  I17:cx on qubits 1,2, BD=[2 4 2 2],  I18:cx on qubits 2,3, BD=[2 4 2 2],  I19:cx on qubits 2,3, BD=[2 4 4 2],  I20:cx on qubits 0,1, BD=[2 4 4 2],  I21:cx on qubits 1,2, BD=[2 4 4 2],  I22:cx on qubits 1,2, BD=[2 4 4 2],  I23:cx on qubits 0,1, BD=[2 4 4 2],  I24:cx on qubits 2,3, BD=[2 4 2 2],  I25:cx on qubits 3,4, BD=[2 4 2 2],  I26:cx on qubits 3,4, BD=[2 4 2 2],  I27:cx on qubits 2,3, BD=[2 4 4 2],  I28:cx on qubits 1,2, BD=[2 4 4 2],  I29:cx on qubits 1,2, BD=[2 4 4 2],  I30:cx on qubits 2,3, BD=[2 4 4 2],  I31:cx on qubits 2,3, BD=[2 4 4 2],  I32:cx on qubits 1,2, BD=[2 2 4 2],  I33:cx on qubits 2,3, BD=[2 2 4 2],  I34:cx on qubits 2,3, BD=[2 2 4 2],  I35:cx on qubits 1,2, BD=[2 4 4 2],  I36:cx on qubits 1,2, BD=[2 2 4 2],  I37:cx on qubits 2,3, BD=[2 2 4 2],  I38:cx on qubits 2,3, BD=[2 2 4 2],  I39:cx on qubits 1,2, BD=[2 4 4 2],  I40:cx on qubits 2,3, BD=[2 4 4 2],  I41:cx on qubits 2,3, BD=[2 4 4 2],  I42:cx on qubits 1,2, BD=[2 4 4 2],  I43:cx on qubits 1,2, BD=[2 4 4 2],  I44:cx on qubits 2,3, BD=[2 4 3 2],  I45:cx on qubits 3,4, BD=[2 4 3 2],  I46:cx on qubits 3,4, BD=[2 4 3 2],  I47:cx on qubits 2,3, BD=[2 4 4 2],  I48:cx on qubits 0,1, BD=[2 4 4 2],  I49:cx on qubits 1,2, BD=[2 4 4 2],  I50:cx on qubits 1,2, BD=[2 4 4 2],  I51:cx on qubits 0,1, BD=[2 4 4 2],  I52:cx on qubits 2,3, BD=[2 4 3 2],  I53:cx on qubits 2,3, BD=[2 4 4 2],  I54:cx on qubits 1,2, BD=[2 4 4 2],  I55:cx on qubits 1,2, BD=[2 4 4 2],  I56:cx on qubits 2,3, BD=[2 4 4 2],  I57:cx on qubits 2,3, BD=[2 4 4 2],  I58:cx on qubits 1,2, BD=[2 4 4 2],  I59:cx on qubits 1,2, BD=[2 4 4 2],  I60:cx on qubits 3,4, BD=[2 4 4 2],  I61:cx on qubits 3,4, BD=[2 4 4 2],  I62:cx on qubits 0,1, BD=[2 4 4 2],  I63:cx on qubits 0,1, BD=[2 4 4 2],  I64:cx on qubits 3,4, BD=[2 4 4 2],  I65:cx on qubits 3,4, BD=[2 4 4 2],  I66:cx on qubits 0,1, BD=[2 4 4 2],  I67:cx on qubits 0,1, BD=[2 4 4 2],  I68:cx on qubits 3,4, BD=[2 4 4 2],  I69:cx on qubits 3,4, BD=[2 4 4 2],  I70:cx on qubits 0,1, BD=[2 4 4 2],  I71:cx on qubits 0,1, BD=[2 4 4 2],  I72:cx on qubits 0,1, BD=[2 4 4 2],  I73:cx on qubits 0,1, BD=[2 4 4 2],  I74:cx on qubits 3,4, BD=[2 4 4 2],  I75:cx on qubits 3,4, BD=[2 4 4 2],  I76:cx on qubits 0,1, BD=[2 4 4 2],  I77:cx on qubits 0,1, BD=[2 4 4 2],  I78:cx on qubits 3,4, BD=[2 4 4 2],  I79:cx on qubits 3,4, BD=[2 4 4 2],  I80:cx on qubits 0,1, BD=[2 4 4 2],  I81:cx on qubits 0,1, BD=[2 4 4 2],  I82:cx on qubits 3,4, BD=[2 4 4 2],  I83:cx on qubits 3,4, BD=[2 4 4 2],  I84:cx on qubits 1,2, BD=[2 4 4 2],  I85:cx on qubits 1,2, BD=[2 4 4 2],  I86:cx on qubits 2,3, BD=[2 4 4 2],  I87:cx on qubits 2,3, BD=[2 4 4 2],  I88:cx on qubits 1,2, BD=[2 4 4 2],  I89:cx on qubits 1,2, BD=[2 4 4 2],  I90:cx on qubits 2,3, BD=[2 4 4 2],  I91:cx on qubits 2,3, BD=[2 4 4 2],  I92:cx on qubits 0,1, BD=[2 4 4 2],  I93:cx on qubits 1,2, BD=[2 4 4 2],  I94:cx on qubits 1,2, BD=[2 4 4 2],  I95:cx on qubits 0,1, BD=[2 4 4 2],  I96:cx on qubits 2,3, BD=[2 4 4 2],  I97:cx on qubits 3,4, BD=[2 4 4 2],  I98:cx on qubits 3,4, BD=[2 4 4 2],  I99:cx on qubits 2,3, BD=[2 4 4 2],  I100:cx on qubits 1,2, BD=[2 4 4 2],  I101:cx on qubits 1,2, BD=[2 4 4 2],  I102:cx on qubits 2,3, BD=[2 4 4 2],  I103:cx on qubits 2,3, BD=[2 4 4 2],  I104:cx on qubits 1,2, BD=[2 4 4 2],  I105:cx on qubits 2,3, BD=[2 4 4 2],  I106:cx on qubits 2,3, BD=[2 4 4 2],  I107:cx on qubits 1,2, BD=[2 4 4 2],  I108:cx on qubits 1,2, BD=[2 4 4 2],  I109:cx on qubits 2,3, BD=[2 4 4 2],  I110:cx on qubits 2,3, BD=[2 4 4 2],  I111:cx on qubits 1,2, BD=[2 4 4 2],  I112:cx on qubits 2,3, BD=[2 4 4 2],  I113:cx on qubits 2,3, BD=[2 4 4 2],  I114:cx on qubits 1,2, BD=[2 4 4 2],  I115:cx on qubits 1,2, BD=[2 4 4 2],  I116:cx on qubits 2,3, BD=[2 4 4 2],  I117:cx on qubits 3,4, BD=[2 4 4 2],  I118:cx on qubits 3,4, BD=[2 4 4 2],  I119:cx on qubits 2,3, BD=[2 4 4 2],  I120:cx on qubits 0,1, BD=[2 4 4 2],  I121:cx on qubits 1,2, BD=[2 4 4 2],  I122:cx on qubits 1,2, BD=[2 4 4 2],  I123:cx on qubits 0,1, BD=[2 4 4 2],  I124:cx on qubits 2,3, BD=[2 4 4 2],  I125:cx on qubits 2,3, BD=[2 4 4 2],  I126:cx on qubits 1,2, BD=[2 4 4 2],  I127:cx on qubits 1,2, BD=[2 4 4 2],  I128:cx on qubits 2,3, BD=[2 4 4 2],  I129:cx on qubits 2,3, BD=[2 4 4 2],  I130:cx on qubits 1,2, BD=[2 4 4 2],  I131:cx on qubits 1,2, BD=[2 4 4 2],  I132:cx on qubits 3,4, BD=[2 4 4 2],  I133:cx on qubits 3,4, BD=[2 4 4 2],  I134:cx on qubits 0,1, BD=[2 4 4 2],  I135:cx on qubits 0,1, BD=[2 4 4 2],  I136:cx on qubits 3,4, BD=[2 4 4 2],  I137:cx on qubits 3,4, BD=[2 4 4 2],  I138:cx on qubits 0,1, BD=[2 4 4 2],  I139:cx on qubits 0,1, BD=[2 4 4 2],  I140:cx on qubits 3,4, BD=[2 4 4 2],  I141:cx on qubits 3,4, BD=[2 4 4 2],  I142:cx on qubits 0,1, BD=[2 4 4 2],  I143:cx on qubits 0,1, BD=[2 4 4 2],  I144:cx on qubits 0,1, BD=[2 1 1 1],  I145:cx on qubits 0,1, BD=[2 1 1 1],  I146:cx on qubits 3,4, BD=[2 1 1 2],  I147:cx on qubits 3,4, BD=[2 1 1 2],  I148:cx on qubits 0,1, BD=[2 1 1 2],  I149:cx on qubits 0,1, BD=[2 1 1 2],  I150:cx on qubits 3,4, BD=[2 1 1 2],  I151:cx on qubits 3,4, BD=[2 1 1 2],  I152:cx on qubits 0,1, BD=[2 1 1 2],  I153:cx on qubits 0,1, BD=[2 1 1 2],  I154:cx on qubits 3,4, BD=[2 1 1 2],  I155:cx on qubits 3,4, BD=[2 1 1 2],  I156:cx on qubits 1,2, BD=[2 2 1 2],  I157:cx on qubits 1,2, BD=[2 2 1 2],  I158:cx on qubits 2,3, BD=[2 2 2 2],  I159:cx on qubits 2,3, BD=[2 2 2 2],  I160:cx on qubits 1,2, BD=[2 4 2 2],  I161:cx on qubits 1,2, BD=[2 4 2 2],  I162:cx on qubits 2,3, BD=[2 4 2 2],  I163:cx on qubits 2,3, BD=[2 4 4 2],  I164:cx on qubits 0,1, BD=[2 4 4 2],  I165:cx on qubits 1,2, BD=[2 4 4 2],  I166:cx on qubits 1,2, BD=[2 4 4 2],  I167:cx on qubits 0,1, BD=[2 4 4 2],  I168:cx on qubits 2,3, BD=[2 4 2 2],  I169:cx on qubits 3,4, BD=[2 4 2 2],  I170:cx on qubits 3,4, BD=[2 4 2 2],  I171:cx on qubits 2,3, BD=[2 4 4 2],  I172:cx on qubits 1,2, BD=[2 4 4 2],  I173:cx on qubits 1,2, BD=[2 4 4 2],  I174:cx on qubits 2,3, BD=[2 4 4 2],  I175:cx on qubits 2,3, BD=[2 4 4 2],  I176:cx on qubits 1,2, BD=[2 4 4 2],  I177:cx on qubits 2,3, BD=[2 4 4 2],  I178:cx on qubits 2,3, BD=[2 4 4 2],  I179:cx on qubits 1,2, BD=[2 4 4 2],  I180:cx on qubits 1,2, BD=[2 4 4 2],  I181:cx on qubits 2,3, BD=[2 4 4 2],  I182:cx on qubits 2,3, BD=[2 4 4 2],  I183:cx on qubits 1,2, BD=[2 4 4 2],  I184:cx on qubits 2,3, BD=[2 4 4 2],  I185:cx on qubits 2,3, BD=[2 4 4 2],  I186:cx on qubits 1,2, BD=[2 4 4 2],  I187:cx on qubits 1,2, BD=[2 4 4 2],  I188:cx on qubits 2,3, BD=[2 4 4 2],  I189:cx on qubits 3,4, BD=[2 4 4 2],  I190:cx on qubits 3,4, BD=[2 4 4 2],  I191:cx on qubits 2,3, BD=[2 4 4 2],  I192:cx on qubits 0,1, BD=[2 4 4 2],  I193:cx on qubits 1,2, BD=[2 4 4 2],  I194:cx on qubits 1,2, BD=[2 4 4 2],  I195:cx on qubits 0,1, BD=[2 4 4 2],  I196:cx on qubits 2,3, BD=[2 4 4 2],  I197:cx on qubits 2,3, BD=[2 4 4 2],  I198:cx on qubits 1,2, BD=[2 4 4 2],  I199:cx on qubits 1,2, BD=[2 4 4 2],  I200:cx on qubits 2,3, BD=[2 4 4 2],  I201:cx on qubits 2,3, BD=[2 4 4 2],  I202:cx on qubits 1,2, BD=[2 4 4 2],  I203:cx on qubits 1,2, BD=[2 4 4 2],  I204:cx on qubits 3,4, BD=[2 4 4 2],  I205:cx on qubits 3,4, BD=[2 4 4 2],  I206:cx on qubits 0,1, BD=[2 4 4 2],  I207:cx on qubits 0,1, BD=[2 4 4 2],  I208:cx on qubits 3,4, BD=[2 4 4 2],  I209:cx on qubits 3,4, BD=[2 4 4 2],  I210:cx on qubits 0,1, BD=[2 4 4 2],  I211:cx on qubits 0,1, BD=[2 4 4 2],  I212:cx on qubits 3,4, BD=[2 4 4 2],  I213:cx on qubits 3,4, BD=[2 4 4 2],  I214:cx on qubits 0,1, BD=[2 4 4 2],  I215:cx on qubits 0,1, BD=[2 4 4 2],  I216:cx on qubits 0,1, BD=[2 4 4 2],  I217:cx on qubits 0,1, BD=[2 4 4 2],  I218:cx on qubits 3,4, BD=[2 4 4 2],  I219:cx on qubits 3,4, BD=[2 4 4 2],  I220:cx on qubits 0,1, BD=[2 4 4 2],  I221:cx on qubits 0,1, BD=[2 4 4 2],  I222:cx on qubits 3,4, BD=[2 4 4 2],  I223:cx on qubits 3,4, BD=[2 4 4 2],  I224:cx on qubits 0,1, BD=[2 4 4 2],  I225:cx on qubits 0,1, BD=[2 4 4 2],  I226:cx on qubits 3,4, BD=[2 4 4 2],  I227:cx on qubits 3,4, BD=[2 4 4 2],  I228:cx on qubits 1,2, BD=[2 4 4 2],  I229:cx on qubits 1,2, BD=[2 4 4 2],  I230:cx on qubits 2,3, BD=[2 4 4 2],  I231:cx on qubits 2,3, BD=[2 4 4 2],  I232:cx on qubits 1,2, BD=[2 4 4 2],  I233:cx on qubits 1,2, BD=[2 4 4 2],  I234:cx on qubits 2,3, BD=[2 4 4 2],  I235:cx on qubits 2,3, BD=[2 4 4 2],  I236:cx on qubits 0,1, BD=[2 4 4 2],  I237:cx on qubits 1,2, BD=[2 4 4 2],  I238:cx on qubits 1,2, BD=[2 4 4 2],  I239:cx on qubits 0,1, BD=[2 4 4 2],  I240:cx on qubits 2,3, BD=[2 4 4 2],  I241:cx on qubits 3,4, BD=[2 4 4 2],  I242:cx on qubits 3,4, BD=[2 4 4 2],  I243:cx on qubits 2,3, BD=[2 4 4 2],  I244:cx on qubits 1,2, BD=[2 4 4 2],  I245:cx on qubits 1,2, BD=[2 4 4 2],  I246:cx on qubits 2,3, BD=[2 4 4 2],  I247:cx on qubits 2,3, BD=[2 4 4 2],  I248:cx on qubits 1,2, BD=[2 4 4 2],  I249:cx on qubits 2,3, BD=[2 4 4 2],  I250:cx on qubits 2,3, BD=[2 4 4 2],  I251:cx on qubits 1,2, BD=[2 4 4 2],  I252:cx on qubits 1,2, BD=[2 4 4 2],  I253:cx on qubits 2,3, BD=[2 4 4 2],  I254:cx on qubits 2,3, BD=[2 4 4 2],  I255:cx on qubits 1,2, BD=[2 4 4 2],  I256:cx on qubits 2,3, BD=[2 4 4 2],  I257:cx on qubits 2,3, BD=[2 4 4 2],  I258:cx on qubits 1,2, BD=[2 4 4 2],  I259:cx on qubits 1,2, BD=[2 4 4 2],  I260:cx on qubits 2,3, BD=[2 4 4 2],  I261:cx on qubits 3,4, BD=[2 4 4 2],  I262:cx on qubits 3,4, BD=[2 4 4 2],  I263:cx on qubits 2,3, BD=[2 4 4 2],  I264:cx on qubits 0,1, BD=[2 4 4 2],  I265:cx on qubits 1,2, BD=[2 4 4 2],  I266:cx on qubits 1,2, BD=[2 4 4 2],  I267:cx on qubits 0,1, BD=[2 4 4 2],  I268:cx on qubits 2,3, BD=[2 4 4 2],  I269:cx on qubits 2,3, BD=[2 4 4 2],  I270:cx on qubits 1,2, BD=[2 4 4 2],  I271:cx on qubits 1,2, BD=[2 4 4 2],  I272:cx on qubits 2,3, BD=[2 4 4 2],  I273:cx on qubits 2,3, BD=[2 4 4 2],  I274:cx on qubits 1,2, BD=[2 4 4 2],  I275:cx on qubits 1,2, BD=[2 4 4 2],  I276:cx on qubits 3,4, BD=[2 4 4 2],  I277:cx on qubits 3,4, BD=[2 4 4 2],  I278:cx on qubits 0,1, BD=[2 4 4 2],  I279:cx on qubits 0,1, BD=[2 4 4 2],  I280:cx on qubits 3,4, BD=[2 4 4 2],  I281:cx on qubits 3,4, BD=[2 4 4 2],  I282:cx on qubits 0,1, BD=[2 4 4 2],  I283:cx on qubits 0,1, BD=[2 4 4 2],  I284:cx on qubits 3,4, BD=[2 4 4 2],  I285:cx on qubits 3,4, BD=[2 4 4 2],  I286:cx on qubits 0,1, BD=[2 4 4 2],  I287:cx on qubits 0,1, BD=[2 4 4 2],  }",4.218847493575595e-15,4.672759956747541e-10,0.24186765159960544,1.0033004853027272e-06
