num_plaquettes,max_bond,truncation_threshold,observable,value,ideal_trotter,exact_hamiltonian
16,32,1e-14,ZZ10,-0.2951456023224163,,
16,32,1e-14,ZZ12,-0.27994683438950874,,
16,32,1e-14,ZZ9,-0.37996371646504784,,
16,32,1e-14,ZZ8,-0.19425665360026337,,
16,32,1e-14,total_energy,2.525758337505138,,
16,32,1e-14,ZZ7,0.54409623496557,,
16,32,1e-14,ZZ11,-0.27475876887884254,,
16,32,1e-14,ZZ6,-0.1942566537527753,,
16,32,1e-14,magnetic_energy,-17.364205195576538,,
16,32,1e-14,ZZ3,-0.2747587688008161,,
16,32,1e-14,ZZ1,-0.2729920272647311,,
16,32,1e-14,electric_energy,19.889963533081673,,
16,32,1e-14,ZZ4,-0.29514560235162524,,
16,32,1e-14,X15,0.5630069717381477,,
16,32,1e-14,ZZ13,-0.2729920279081799,,
16,32,1e-14,Z9,0.38917808784332586,,
16,32,1e-14,X3,0.4759371484332489,,
16,32,1e-14,X12,0.475937148411611,,
16,32,1e-14,Z8,-0.32554753420628735,,
16,32,1e-14,Z7,-0.32554753424027305,,
16,32,1e-14,Z6,0.38917808767103823,,
16,32,1e-14,Z10,-0.12187782336320702,,
16,32,1e-14,ZZ0,-0.3026675694719174,,
16,32,1e-14,Z4,0.08207833771135913,,
16,32,1e-14,Z12,0.043618715147679295,,
16,32,1e-14,X13,0.47759722128250987,,
16,32,1e-14,X0,0.5630069717397034,,
